,NAME,VTD,G16PRERTru_x,G16PREDCli_x,G16PREIDeL_x,G16PRELJoh_x,G16PRESKen_x,G16PREISmi_x,G16PREGSte_x,G16PREOth_x,geometry,county,join_col,County,Precinct,G16PRERTru_y,G16PREDCli_y,G16PREIDeL_y,G16PRELJoh_y,G16PRESKen_y,G16PREISmi_y,G16PREGSte_y,G16PREOth_y,_merge
3242,,,,,,,,,,,,,3-2 Old Bells Rd #10,Madison,3-2 Old Bells Rd #10,321.0,91.0,1.0,6.0,0.0,1.0,2.0,8.0,right_only
3243,,,,,,,,,,,,,3-3 J-CIL,Madison,3-3 J-CIL,795.0,374.0,0.0,27.0,1.0,1.0,2.0,41.0,right_only
3244,,,,,,,,,,,,,4-1 Masonic Lodge,Madison,4-1 Masonic Lodge,1266.0,963.0,2.0,58.0,4.0,7.0,12.0,43.0,right_only
3245,,,,,,,,,,,,,4-2 Andrew Jackson,Madison,4-2 Andrew Jackson,280.0,489.0,3.0,8.0,0.0,3.0,7.0,4.0,right_only
3246,,,,,,,,,,,,,4-3 Festivities,Madison,4-3 Festivities,1022.0,460.0,2.0,28.0,2.0,6.0,3.0,22.0,right_only
3247,,,,,,,,,,,,,5-1 Whitehall,Madison,5-1 Whitehall,13.0,738.0,2.0,2.0,3.0,0.0,2.0,1.0,right_only
3248,,,,,,,,,,,,,5-2 Macedonia,Madison,5-2 Macedonia,40.0,863.0,6.0,3.0,1.0,1.0,3.0,1.0,right_only
3249,,,,,,,,,,,,,5-3 North Parkway,Madison,5-3 North Parkway,641.0,1054.0,1.0,32.0,1.0,1.0,9.0,9.0,right_only
3250,,,,,,,,,,,,,6-1 South Side,Madison,6-1 South Side,896.0,323.0,3.0,19.0,2.0,5.0,2.0,8.0,right_only
3251,,,,,,,,,,,,,6-2 South,Madison,6-2 South,362.0,91.0,1.0,7.0,1.0,2.0,1.0,0.0,right_only
3252,,,,,,,,,,,,,6-3 Malesus,Madison,6-3 Malesus,656.0,139.0,0.0,12.0,0.0,2.0,0.0,1.0,right_only
3253,,,,,,,,,,,,,6-4 Medon,Madison,6-4 Medon,231.0,93.0,0.0,6.0,0.0,2.0,0.0,1.0,right_only
3254,,,,,,,,,,,,,7-1 UT Experiment,Madison,7-1 UT Experiment,78.0,436.0,1.0,4.0,1.0,0.0,3.0,2.0,right_only
3255,,,,,,,,,,,,,7-2 TN Tech Ctr,Madison,7-2 TN Tech Ctr,637.0,433.0,4.0,17.0,1.0,3.0,2.0,3.0,right_only
3256,,,,,,,,,,,,,7-3 Denmark,Madison,7-3 Denmark,173.0,532.0,1.0,5.0,1.0,0.0,1.0,1.0,right_only
3257,,,,,,,,,,,,,7-4 Mercer,Madison,7-4 Mercer,226.0,97.0,1.0,7.0,0.0,1.0,2.0,0.0,right_only
3258,,,,,,,,,,,,,8-1 Beech Bluff,Madison,8-1 Beech Bluff,414.0,98.0,2.0,6.0,1.0,1.0,4.0,0.0,right_only
3259,,,,,,,,,,,,,8-2 Browns,Madison,8-2 Browns,621.0,219.0,1.0,19.0,3.0,0.0,3.0,3.0,right_only
3260,,,,,,,,,,,,,8-3 Mifflin,Madison,8-3 Mifflin,596.0,98.0,0.0,10.0,0.0,0.0,3.0,5.0,right_only
3261,,,,,,,,,,,,,8-4 East Union,Madison,8-4 East Union,412.0,176.0,1.0,9.0,3.0,1.0,2.0,2.0,right_only
3262,,,,,,,,,,,,,8-5 Lesters,Madison,8-5 Lesters,663.0,172.0,2.0,8.0,0.0,3.0,0.0,0.0,right_only
3263,,,,,,,,,,,,,9-2 Pope,Madison,9-2 Pope,1980.0,613.0,9.0,52.0,2.0,4.0,3.0,23.0,right_only
3264,,,,,,,,,,,,,9-3 Three Way,Madison,9-3 Three Way,1019.0,293.0,3.0,25.0,0.0,0.0,3.0,11.0,right_only
3265,,,,,,,,,,,,,10-1 Spring Creek,Madison,10-1 Spring Creek,354.0,62.0,0.0,1.0,1.0,1.0,1.0,2.0,right_only
3266,,,,,,,,,,,,,10-2 North East,Madison,10-2 North East,1653.0,663.0,5.0,38.0,0.0,7.0,3.0,5.0,right_only
3267,,,,,,,,,,,,,10-3 North Side,Madison,10-3 North Side,1421.0,925.0,10.0,56.0,1.0,4.0,6.0,18.0,right_only
3268,,,,,,,,,,,,,Haletown-Ladd,Marion,Haletown-Ladd,265.0,107.0,1.0,9.0,0.0,2.0,3.0,0.0,right_only
3269,,,,,,,,,,,,,Whitwell Mountain,Marion,Whitwell Mountain,260.0,68.0,1.0,5.0,3.0,0.0,3.0,0.0,right_only
3270,,,,,,,,,,,,,Walden's Ridge,Marion,Walden's Ridge,173.0,50.0,0.0,6.0,0.0,1.0,1.0,0.0,right_only
3271,,,,,,,,,,,,,Powells Crossroad,Marion,Powells Crossroad,823.0,188.0,2.0,28.0,1.0,3.0,5.0,0.0,right_only
3272,,,,,,,,,,,,,1 Chapel Hill,Marshall,1 Chapel Hill,1169.0,295.0,1.0,34.0,2.0,3.0,7.0,3.0,right_only
3273,,,,,,,,,,,,,2 Henry Horton Park,Marshall,2 Henry Horton Park,1078.0,289.0,1.0,46.0,0.0,7.0,6.0,7.0,right_only
3274,,,,,,,,,,,,,3 Belfast,Marshall,3 Belfast,930.0,238.0,2.0,26.0,3.0,1.0,5.0,1.0,right_only
3275,,,,,,,,,,,,,4 Cornersville,Marshall,4 Cornersville,1064.0,227.0,2.0,21.0,2.0,1.0,4.0,1.0,right_only
3276,,,,,,,,,,,,,5 Recreation Center,Marshall,5 Recreation Center,984.0,431.0,4.0,30.0,4.0,3.0,8.0,2.0,right_only
3277,,,,,,,,,,,,,6 Parkview,Marshall,6 Parkview,760.0,319.0,3.0,29.0,1.0,3.0,7.0,1.0,right_only
3278,,,,,,,,,,,,,7 Hardison,Marshall,7 Hardison,455.0,334.0,3.0,17.0,2.0,4.0,6.0,2.0,right_only
3279,,,,,,,,,,,,,8 Lewisburg Gas,Marshall,8 Lewisburg Gas,812.0,323.0,3.0,23.0,0.0,7.0,13.0,1.0,right_only
3280,,,,,,,,,,,,,9 McKnight Center,Marshall,9 McKnight Center,932.0,396.0,4.0,30.0,2.0,5.0,4.0,2.0,right_only
3281,,,,,,,,,,,,,Riverside 1-1,Maury,Riverside 1-1,805.0,385.0,3.0,25.0,4.0,5.0,13.0,10.0,right_only
3282,,,,,,,,,,,,,West End 1-2,Maury,West End 1-2,842.0,429.0,3.0,65.0,4.0,3.0,12.0,12.0,right_only
3283,,,,,,,,,,,,,First Family 2-1,Maury,First Family 2-1,1361.0,605.0,5.0,78.0,4.0,5.0,8.0,16.0,right_only
3284,,,,,,,,,,,,,Highland 2-2,Maury,Highland 2-2,305.0,221.0,2.0,14.0,0.0,0.0,4.0,10.0,right_only
3285,,,,,,,,,,,,,College Hill 3-1,Maury,College Hill 3-1,391.0,1288.0,2.0,18.0,1.0,1.0,12.0,1.0,right_only
3286,,,,,,,,,,,,,St. Catherine 4-1,Maury,St. Catherine 4-1,2016.0,1075.0,2.0,93.0,4.0,6.0,8.0,13.0,right_only
3287,,,,,,,,,,,,,CP Church 5-1,Maury,CP Church 5-1,1668.0,639.0,3.0,71.0,1.0,8.0,16.0,26.0,right_only
3288,,,,,,,,,,,,,Neapolis 5-2,Maury,Neapolis 5-2,1033.0,332.0,2.0,47.0,1.0,7.0,2.0,18.0,right_only
3289,,,,,,,,,,,,,Santa Fe 6-1,Maury,Santa Fe 6-1,704.0,140.0,2.0,13.0,1.0,3.0,4.0,6.0,right_only
3290,,,,,,,,,,,,,Spring Hill MS 6-2,Maury,Spring Hill MS 6-2,1087.0,372.0,1.0,28.0,1.0,0.0,9.0,8.0,right_only
3291,,,,,,,,,,,,,Theta 6-3,Maury,Theta 6-3,994.0,303.0,0.0,47.0,0.0,8.0,4.0,7.0,right_only
3292,,,,,,,,,,,,,Armory 7-1,Maury,Armory 7-1,1329.0,492.0,1.0,31.0,4.0,5.0,3.0,9.0,right_only
3293,,,,,,,,,,,,,Hampshire 7-2,Maury,Hampshire 7-2,838.0,168.0,0.0,17.0,0.0,0.0,3.0,4.0,right_only
3294,,,,,,,,,,,,,Bear Creek 8-1,Maury,Bear Creek 8-1,1771.0,544.0,5.0,46.0,2.0,5.0,10.0,5.0,right_only
3295,,,,,,,,,,,,,Culleoka 8-2,Maury,Culleoka 8-2,871.0,193.0,0.0,16.0,0.0,2.0,5.0,4.0,right_only
3296,,,,,,,,,,,,,Bigbyville 9-1,Maury,Bigbyville 9-1,1115.0,257.0,1.0,25.0,0.0,7.0,4.0,10.0,right_only
3297,,,,,,,,,,,,,Pleasant Heights 9-2,Maury,Pleasant Heights 9-2,1805.0,492.0,4.0,60.0,2.0,2.0,8.0,17.0,right_only
3298,,,,,,,,,,,,,Mt. Pleasant 10-1,Maury,Mt. Pleasant 10-1,1493.0,751.0,3.0,42.0,2.0,8.0,4.0,8.0,right_only
3299,,,,,,,,,,,,,Rally Hill 11-1,Maury,Rally Hill 11-1,722.0,196.0,1.0,28.0,2.0,2.0,4.0,5.0,right_only
3300,,,,,,,,,,,,,Spring Hill 11-2,Maury,Spring Hill 11-2,2649.0,1156.0,10.0,158.0,2.0,13.0,33.0,80.0,right_only
3301,,,,,,,,,,,,,City Park,McMinn,City Park,1718.0,459.0,5.0,48.0,3.0,6.0,10.0,4.0,right_only
3302,,,,,,,,,,,,,Etowah,McMinn,Etowah,1447.0,384.0,5.0,29.0,5.0,2.0,10.0,7.0,right_only
3303,,,,,,,,,,,,,Englewood,McMinn,Englewood,1197.0,291.0,6.0,27.0,0.0,3.0,6.0,1.0,right_only
3304,,,,,,,,,,,,,Rogers Creek,McMinn,Rogers Creek,925.0,171.0,6.0,14.0,0.0,2.0,1.0,0.0,right_only
3305,,,,,,,,,,,,,Riceville,McMinn,Riceville,1339.0,267.0,2.0,26.0,0.0,5.0,6.0,3.0,right_only
3306,,,,,,,,,,,,,Calhoun,McMinn,Calhoun,375.0,117.0,1.0,12.0,1.0,2.0,0.0,0.0,right_only
3307,,,,,,,,,,,,,Niota,McMinn,Niota,1907.0,340.0,4.0,34.0,3.0,4.0,3.0,6.0,right_only
3308,,,,,,,,,,,,,Ingleside,McMinn,Ingleside,328.0,157.0,2.0,16.0,1.0,0.0,4.0,1.0,right_only
3309,,,,,,,,,,,,,TCAT,McMinn,TCAT,447.0,228.0,0.0,12.0,2.0,1.0,3.0,0.0,right_only
3310,,,,,,,,,,,,,North City,McMinn,North City,920.0,335.0,5.0,30.0,1.0,3.0,9.0,4.0,right_only
3311,,,,,,,,,,,,,Jones Chapel,McMinn,Jones Chapel,725.0,92.0,2.0,8.0,0.0,1.0,1.0,1.0,right_only
3312,,,,,,,,,,,,,E K Baker,McMinn,E K Baker,853.0,125.0,4.0,12.0,1.0,0.0,4.0,3.0,right_only
3313,,,,,,,,,,,,,Mountain View,McMinn,Mountain View,864.0,184.0,5.0,28.0,0.0,3.0,5.0,3.0,right_only
3314,,,,,,,,,,,,,Bethel Springs 1-1,McNairy,Bethel Springs 1-1,468.0,137.0,0.0,5.0,2.0,3.0,3.0,0.0,right_only
3315,,,,,,,,,,,,,Finger 1-2,McNairy,Finger 1-2,328.0,42.0,0.0,8.0,0.0,1.0,4.0,0.0,right_only
3316,,,,,,,,,,,,,McNairy 1-3,McNairy,McNairy 1-3,287.0,50.0,1.0,8.0,0.0,1.0,3.0,0.0,right_only
3317,,,,,,,,,,,,,Adamsville 2-1,McNairy,Adamsville 2-1,920.0,174.0,1.0,20.0,2.0,7.0,17.0,0.0,right_only
3318,,,,,,,,,,,,,Lawton 2-2,McNairy,Lawton 2-2,257.0,66.0,0.0,7.0,0.0,0.0,2.0,0.0,right_only
3319,,,,,,,,,,,,,Leapwood 3-1,McNairy,Leapwood 3-1,300.0,32.0,1.0,5.0,0.0,1.0,1.0,0.0,right_only
3320,,,,,,,,,,,,,Northeast 3-2,McNairy,Northeast 3-2,527.0,227.0,0.0,10.0,1.0,6.0,13.0,0.0,right_only
3321,,,,,,,,,,,,,Purdy 3-3,McNairy,Purdy 3-3,204.0,43.0,0.0,4.0,0.0,2.0,3.0,0.0,right_only
3322,,,,,,,,,,,,,North Selmer 4-1,McNairy,North Selmer 4-1,526.0,150.0,1.0,11.0,2.0,5.0,10.0,0.0,right_only
3323,,,,,,,,,,,,,Rose Creek 4-2,McNairy,Rose Creek 4-2,491.0,79.0,1.0,8.0,3.0,1.0,7.0,0.0,right_only
3324,,,,,,,,,,,,,Cypress 5-1,McNairy,Cypress 5-1,152.0,23.0,0.0,1.0,0.0,2.0,3.0,0.0,right_only
3325,,,,,,,,,,,,,East View 5-2,McNairy,East View 5-2,311.0,53.0,0.0,7.0,0.0,4.0,4.0,0.0,right_only
3326,,,,,,,,,,,,,Guys 5-3,McNairy,Guys 5-3,99.0,95.0,1.0,3.0,1.0,1.0,3.0,0.0,right_only
3327,,,,,,,,,,,,,Ramer 5-4,McNairy,Ramer 5-4,508.0,125.0,1.0,6.0,2.0,7.0,9.0,0.0,right_only
3328,,,,,,,,,,,,,Courthouse SE 6-1,McNairy,Courthouse SE 6-1,1130.0,329.0,0.0,27.0,4.0,13.0,14.0,0.0,right_only
3329,,,,,,,,,,,,,Michie 7-1,McNairy,Michie 7-1,973.0,160.0,0.0,12.0,1.0,3.0,11.0,0.0,right_only
3330,,,,,,,,,,,,,Stantonville 7-2,McNairy,Stantonville 7-2,360.0,63.0,0.0,8.0,2.0,5.0,3.0,0.0,right_only
3331,,,,,,,,,,,,,3-1 City Hall,Meigs,3-1 City Hall,384.0,126.0,0.0,11.0,0.0,0.0,1.0,0.0,right_only
3332,,,,,,,,,,,,,3-2 Courthouse,Meigs,3-2 Courthouse,438.0,140.0,0.0,9.0,1.0,3.0,0.0,2.0,right_only
3333,,,,,,,,,,,,,1A St B ES,Montgomery,1A St B ES,1302.0,1047.0,4.0,130.0,1.0,5.0,26.0,12.0,right_only
3334,,,,,,,,,,,,,1B Emmanuel,Montgomery,1B Emmanuel,119.0,79.0,0.0,12.0,2.0,0.0,0.0,0.0,right_only
3335,,,,,,,,,,,,,2A St B MC,Montgomery,2A St B MC,1693.0,933.0,5.0,109.0,3.0,12.0,21.0,4.0,right_only
3336,,,,,,,,,,,,,2B St B CC,Montgomery,2B St B CC,655.0,337.0,1.0,44.0,2.0,7.0,5.0,3.0,right_only
3337,,,,,,,,,,,,,3 East Montgomery,Montgomery,3 East Montgomery,3155.0,947.0,6.0,166.0,4.0,9.0,19.0,10.0,right_only
3338,,,,,,,,,,,,,4A MCMS,Montgomery,4A MCMS,1579.0,534.0,4.0,58.0,1.0,9.0,12.0,2.0,right_only
3339,,,,,,,,,,,,,4B WR Event Center,Montgomery,4B WR Event Center,609.0,396.0,0.0,42.0,2.0,4.0,8.0,4.0,right_only
3340,,,,,,,,,,,,,5A Smith,Montgomery,5A Smith,482.0,477.0,5.0,32.0,1.0,7.0,19.0,1.0,right_only
3341,,,,,,,,,,,,,5B Madison,Montgomery,5B Madison,222.0,439.0,1.0,24.0,5.0,3.0,21.0,2.0,right_only
3342,,,,,,,,,,,,,6A Cumberland,Montgomery,6A Cumberland,1473.0,555.0,2.0,65.0,5.0,2.0,11.0,7.0,right_only
3343,,,,,,,,,,,,,6B Bethel,Montgomery,6B Bethel,459.0,110.0,0.0,11.0,1.0,1.0,3.0,1.0,right_only
3344,,,,,,,,,,,,,7 Woodlawn,Montgomery,7 Woodlawn,2273.0,573.0,5.0,121.0,7.0,2.0,18.0,10.0,right_only
3345,,,,,,,,,,,,,8A Bethel,Montgomery,8A Bethel,221.0,278.0,3.0,22.0,2.0,4.0,5.0,3.0,right_only
3346,,,,,,,,,,,,,8B Barkers Mill,Montgomery,8B Barkers Mill,402.0,618.0,1.0,49.0,2.0,6.0,13.0,1.0,right_only
3347,,,,,,,,,,,,,9 Outlaw,Montgomery,9 Outlaw,769.0,931.0,7.0,80.0,3.0,7.0,15.0,12.0,right_only
3348,,,,,,,,,,,,,10 Minglewood,Montgomery,10 Minglewood,905.0,851.0,3.0,80.0,6.0,7.0,32.0,9.0,right_only
3349,,,,,,,,,,,,,11 Northwest,Montgomery,11 Northwest,826.0,903.0,8.0,82.0,6.0,7.0,18.0,7.0,right_only
3350,,,,,,,,,,,,,12 Ringgold,Montgomery,12 Ringgold,1020.0,1165.0,5.0,119.0,5.0,9.0,30.0,6.0,right_only
3351,,,,,,,,,,,,,13 Byrns Darden,Montgomery,13 Byrns Darden,598.0,1054.0,7.0,61.0,0.0,7.0,27.0,1.0,right_only
3352,,,,,,,,,,,,,14 Glenellen,Montgomery,14 Glenellen,1343.0,1189.0,8.0,132.0,8.0,8.0,35.0,11.0,right_only
3353,,,,,,,,,,,,,15 Sango,Montgomery,15 Sango,2666.0,1094.0,7.0,149.0,2.0,16.0,28.0,11.0,right_only
3354,,,,,,,,,,,,,16 New Providence,Montgomery,16 New Providence,979.0,898.0,13.0,64.0,3.0,6.0,36.0,2.0,right_only
3355,,,,,,,,,,,,,17 Grace,Montgomery,17 Grace,1070.0,1048.0,7.0,132.0,3.0,7.0,23.0,10.0,right_only
3356,,,,,,,,,,,,,18 Hazelwood,Montgomery,18 Hazelwood,1167.0,1225.0,8.0,141.0,2.0,6.0,28.0,9.0,right_only
3357,,,,,,,,,,,,,19 Oakland,Montgomery,19 Oakland,2483.0,1477.0,7.0,181.0,4.0,10.0,39.0,23.0,right_only
3358,,,,,,,,,,,,,20A Clarksville,Montgomery,20A Clarksville,1485.0,762.0,2.0,70.0,5.0,5.0,5.0,5.0,right_only
3359,,,,,,,,,,,,,20B Barksdale,Montgomery,20B Barksdale,680.0,486.0,3.0,56.0,0.0,2.0,11.0,2.0,right_only
3360,,,,,,,,,,,,,21A Cumberland,Montgomery,21A Cumberland,420.0,582.0,6.0,33.0,4.0,3.0,16.0,2.0,right_only
3361,,,,,,,,,,,,,21B Hilldale,Montgomery,21B Hilldale,1286.0,711.0,5.0,72.0,2.0,1.0,16.0,4.0,right_only
3362,,,,,,,,,,,,,2 High School,Moore,2 High School,528.0,88.0,0.0,16.0,0.0,0.0,7.0,0.0,right_only
3363,,,,,,,,,,,,,3 Moore County Bldg,Moore,3 Moore County Bldg,507.0,101.0,1.0,16.0,0.0,0.0,2.0,0.0,right_only
3364,,,,,,,,,,,,,4 Lynchburg,Moore,4 Lynchburg,473.0,97.0,3.0,17.0,1.0,3.0,3.0,0.0,right_only
3365,,,,,,,,,,,,,1-1 Coalfield,Morgan,1-1 Coalfield,982.0,180.0,2.0,29.0,3.0,12.0,5.0,5.0,right_only
3366,,,,,,,,,,,,,2-1 Oakdale High,Morgan,2-1 Oakdale High,641.0,61.0,0.0,5.0,1.0,6.0,0.0,1.0,right_only
3367,,,,,,,,,,,,,2-2 Mossy Grove,Morgan,2-2 Mossy Grove,203.0,48.0,1.0,2.0,1.0,0.0,1.0,0.0,right_only
3368,,,,,,,,,,,,,2-3 Oakdale,Morgan,2-3 Oakdale,309.0,58.0,1.0,11.0,1.0,2.0,2.0,3.0,right_only
3369,,,,,,,,,,,,,3-1 Wartburg,Morgan,3-1 Wartburg,966.0,215.0,2.0,31.0,1.0,2.0,2.0,9.0,right_only
3370,,,,,,,,,,,,,4-1 Lancing,Morgan,4-1 Lancing,685.0,113.0,4.0,10.0,0.0,1.0,2.0,5.0,right_only
3371,,,,,,,,,,,,,4-2 Deer Lodge,Morgan,4-2 Deer Lodge,186.0,40.0,0.0,6.0,0.0,0.0,1.0,0.0,right_only
3372,,,,,,,,,,,,,4-3 Chestnut Ridge,Morgan,4-3 Chestnut Ridge,162.0,33.0,0.0,1.0,0.0,0.0,1.0,0.0,right_only
3373,,,,,,,,,,,,,5-1 Sunbright,Morgan,5-1 Sunbright,660.0,101.0,0.0,6.0,0.0,2.0,3.0,1.0,right_only
3374,,,,,,,,,,,,,5-2 Burrville,Morgan,5-2 Burrville,288.0,90.0,2.0,3.0,1.0,1.0,0.0,2.0,right_only
3375,,,,,,,,,,,,,6-1 Kellys,Morgan,6-1 Kellys,231.0,49.0,1.0,6.0,1.0,2.0,0.0,2.0,right_only
3376,,,,,,,,,,,,,6-2 Petros,Morgan,6-2 Petros,128.0,66.0,0.0,5.0,0.0,0.0,0.0,0.0,right_only
3377,,,,,,,,,,,,,1-1 South Fulton,Obion,1-1 South Fulton,1394.0,401.0,0.0,27.0,1.0,0.0,7.0,5.0,right_only
3378,,,,,,,,,,,,,2-1 Eddie Cox Sr Ctr,Obion,2-1 Eddie Cox Sr Ctr,634.0,194.0,0.0,16.0,4.0,2.0,1.0,1.0,right_only
3379,,,,,,,,,,,,,2-4 Woodland,Obion,2-4 Woodland,837.0,118.0,1.0,14.0,2.0,0.0,1.0,3.0,right_only
3380,,,,,,,,,,,,,3-2 Kenton,Obion,3-2 Kenton,494.0,94.0,0.0,6.0,0.0,0.0,0.0,0.0,right_only
3381,,,,,,,,,,,,,3-4 Rives,Obion,3-4 Rives,949.0,165.0,0.0,17.0,1.0,1.0,3.0,5.0,right_only
3382,,,,,,,,,,,,,4-1 Fair Grounds,Obion,4-1 Fair Grounds,766.0,574.0,1.0,28.0,1.0,1.0,3.0,1.0,right_only
3383,,,,,,,,,,,,,5-2 Cloverdale,Obion,5-2 Cloverdale,296.0,34.0,2.0,3.0,0.0,0.0,2.0,0.0,right_only
3384,,,,,,,,,,,,,5-4 Hornbeak,Obion,5-4 Hornbeak,782.0,94.0,1.0,10.0,2.0,2.0,2.0,1.0,right_only
3385,,,,,,,,,,,,,5-5 Samburg,Obion,5-5 Samburg,357.0,66.0,0.0,3.0,1.0,1.0,3.0,0.0,right_only
3386,,,,,,,,,,,,,6-1 Troy Sr Ctr,Obion,6-1 Troy Sr Ctr,1186.0,155.0,1.0,25.0,4.0,2.0,5.0,2.0,right_only
3387,,,,,,,,,,,,,6-2 Obion Sr Ctr,Obion,6-2 Obion Sr Ctr,429.0,104.0,0.0,4.0,0.0,2.0,3.0,1.0,right_only
3388,,,,,,,,,,,,,7-2 Obion Co Library,Obion,7-2 Obion Co Library,1402.0,427.0,0.0,40.0,4.0,7.0,6.0,5.0,right_only
3389,,,,,,,,,,,,,2-1 Allons,Overton,2-1 Allons,772.0,281.0,4.0,12.0,2.0,2.0,1.0,0.0,right_only
3390,,,,,,,,,,,,,2-3 Monroe,Overton,2-3 Monroe,390.0,88.0,1.0,1.0,0.0,0.0,2.0,0.0,right_only
3391,,,,,,,,,,,,,3-2 Poteet,Overton,3-2 Poteet,318.0,118.0,1.0,3.0,1.0,1.0,1.0,0.0,right_only
3392,,,,,,,,,,,,,3-3 Wilson,Overton,3-3 Wilson,573.0,94.0,1.0,6.0,0.0,1.0,1.0,6.0,right_only
3393,,,,,,,,,,,,,3-4 Rushing Springs,Overton,3-4 Rushing Springs,265.0,59.0,0.0,6.0,0.0,6.0,1.0,0.0,right_only
3394,,,,,,,,,,,,,4-2 Rickman,Overton,4-2 Rickman,1435.0,393.0,2.0,35.0,2.0,12.0,9.0,7.0,right_only
3395,,,,,,,,,,,,,5-1 Hilham,Overton,5-1 Hilham,649.0,210.0,0.0,9.0,2.0,4.0,2.0,0.0,right_only
3396,,,,,,,,,,,,,5-2 Fairgrounds,Overton,5-2 Fairgrounds,669.0,203.0,3.0,12.0,2.0,2.0,2.0,0.0,right_only
3397,,,,,,,,,,,,,1-1 Cedar Creek,Perry,1-1 Cedar Creek,240.0,46.0,0.0,7.0,1.0,0.0,1.0,0.0,right_only
3398,,,,,,,,,,,,,1-2 Marsh Creek,Perry,1-2 Marsh Creek,146.0,37.0,0.0,5.0,0.0,0.0,0.0,0.0,right_only
3399,,,,,,,,,,,,,2-1 Pineview,Perry,2-1 Pineview,229.0,76.0,0.0,4.0,0.0,0.0,4.0,0.0,right_only
3400,,,,,,,,,,,,,2-2 Pope,Perry,2-2 Pope,164.0,46.0,0.0,4.0,0.0,0.0,4.0,0.0,right_only
3401,,,,,,,,,,,,,3-1 Coon Creek,Perry,3-1 Coon Creek,254.0,61.0,0.0,8.0,0.0,0.0,2.0,0.0,right_only
3402,,,,,,,,,,,,,3-2 Flatwoods,Perry,3-2 Flatwoods,168.0,31.0,0.0,4.0,0.0,1.0,0.0,0.0,right_only
3403,,,,,,,,,,,,,4-1 Brush Creek,Perry,4-1 Brush Creek,110.0,28.0,0.0,4.0,1.0,0.0,2.0,0.0,right_only
3404,,,,,,,,,,,,,4-3 Lobelville,Perry,4-3 Lobelville,257.0,59.0,1.0,10.0,0.0,0.0,1.0,0.0,right_only
3405,,,,,,,,,,,,,5-1 Linden,Perry,5-1 Linden,305.0,105.0,2.0,9.0,0.0,0.0,6.0,0.0,right_only
3406,,,,,,,,,,,,,6-1 Lobelville,Perry,6-1 Lobelville,294.0,108.0,0.0,4.0,2.0,1.0,3.0,0.0,right_only
3407,,,,,,,,,,,,,Community Center 1-1,Pickett,Community Center 1-1,369.0,94.0,0.0,5.0,0.0,1.0,0.0,1.0,right_only
3408,,,,,,,,,,,,,Moodyville 1-2,Pickett,Moodyville 1-2,162.0,35.0,0.0,2.0,0.0,0.0,1.0,0.0,right_only
3409,,,,,,,,,,,,,High School 2-1,Pickett,High School 2-1,437.0,168.0,1.0,10.0,0.0,3.0,1.0,0.0,right_only
3410,,,,,,,,,,,,,Chanute 3-1,Pickett,Chanute 3-1,341.0,53.0,0.0,6.0,0.0,0.0,1.0,0.0,right_only
3411,,,,,,,,,,,,,Travisville 3-2,Pickett,Travisville 3-2,135.0,33.0,0.0,3.0,0.0,1.0,1.0,0.0,right_only
3412,,,,,,,,,,,,,Boom 4-1,Pickett,Boom 4-1,156.0,32.0,0.0,3.0,1.0,0.0,0.0,0.0,right_only
3413,,,,,,,,,,,,,Oak Hill 4-2,Pickett,Oak Hill 4-2,271.0,82.0,0.0,6.0,0.0,3.0,3.0,3.0,right_only
3414,,,,,,,,,,,,,Barnes Ridge 4-3,Pickett,Barnes Ridge 4-3,85.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,right_only
3415,,,,,,,,,,,,,Bolestown 4-4,Pickett,Bolestown 4-4,65.0,18.0,0.0,1.0,1.0,0.0,0.0,0.0,right_only
3416,,,,,,,,,,,,,1 Delano,Polk,1 Delano,557.0,158.0,0.0,18.0,1.0,2.0,3.0,0.0,right_only
3417,,,,,,,,,,,,,1A Polk Co High,Polk,1A Polk Co High,550.0,152.0,0.0,15.0,0.0,2.0,4.0,0.0,right_only
3418,,,,,,,,,,,,,1B Chilhowee,Polk,1B Chilhowee,872.0,263.0,2.0,13.0,2.0,5.0,3.0,0.0,right_only
3419,,,,,,,,,,,,,2 Greasy Creek,Polk,2 Greasy Creek,156.0,36.0,0.0,1.0,0.0,0.0,1.0,0.0,right_only
3420,,,,,,,,,,,,,2A Springtown,Polk,2A Springtown,117.0,37.0,0.0,0.0,0.0,2.0,1.0,0.0,right_only
3421,,,,,,,,,,,,,2C South Polk,Polk,2C South Polk,765.0,158.0,0.0,15.0,0.0,5.0,1.0,0.0,right_only
3422,,,,,,,,,,,,,2D Shiloh Baptist,Polk,2D Shiloh Baptist,752.0,175.0,0.0,22.0,0.0,5.0,10.0,0.0,right_only
3423,,,,,,,,,,,,,3 Ducktown,Polk,3 Ducktown,384.0,88.0,0.0,10.0,1.0,0.0,2.0,0.0,right_only
3424,,,,,,,,,,,,,3A Copper Basin,Polk,3A Copper Basin,471.0,77.0,1.0,10.0,0.0,1.0,0.0,0.0,right_only
3425,,,,,,,,,,,,,1A Capshaw,Putnam,1A Capshaw,1511.0,794.0,3.0,78.0,1.0,2.0,26.0,10.0,right_only
3426,,,,,,,,,,,,,2A Northeast,Putnam,2A Northeast,1415.0,814.0,2.0,77.0,1.0,6.0,22.0,5.0,right_only
3427,,,,,,,,,,,,,3A University,Putnam,3A University,365.0,294.0,2.0,38.0,1.0,4.0,25.0,3.0,right_only
