,unique_ID
1412,Robertson-11-1 Westside School
1413,Robertson-11-2 Heads Free Will Baptist Church
1414,Robertson-12-1 Bransford School
1415,Robertson-2-1 Robert F. Woodall Elementary School
1416,Robertson-3-1 Ebenezer Baptist Church
1417,Robertson-3-2 White House Heritage HS
1418,Robertson-4-1 Watauga Elementary School
1419,Robertson-5-1 Greenbrier High School
1420,Robertson-6-1 Coopertown Middle School
1421,Robertson-6-2 Mt. Sharon C.P. Church
1422,Robertson-7-1 Jo Byrns Elementary School
1423,Robertson-7-2 Stroudsville Church of Christ
1424,Robertson-8-1 Krisle School
1425,Robertson-8-2 H.A.T.S
1426,Robertson-8-3 Owens Chapel Fellowship Hall
1427,Robertson-9-1 Robertson County Fair Assoc.
1428,Rutherford-1-1 LaVergne Lake Elementary School
1429,Rutherford-10-1 Rock Springs Elementary School
1430,Rutherford-10-2 Lifepoint Church
1431,Rutherford-11-1 Smyrna Middle School
1432,Rutherford-11-2 StewartsboroElementary School
1433,Rutherford-12-1 TN National Guard Armory
1434,Rutherford-12-2 Smyrna Elementary School
1435,Rutherford-12-3 LaVergne High School
1436,Rutherford-13-1 Bellwood-Bowdoin Pre-School
1437,Rutherford-13-2 Cason Lane Academy
1438,Rutherford-14-1 Siegel Middle School
1439,Rutherford-14-2 Siegel Elementary School
1440,Rutherford-15-1 John Pittard Elementary
1441,Rutherford-15-2 Northfield Elementary School
1442,Rutherford-16-1 Central Magnet School
1443,Rutherford-16-2 Mitchell-Neilson Primary School
1444,Rutherford-16-3 Lane Agri-Park
1445,Rutherford-17-1 North Boulevard Church of Christ
1446,Rutherford-17-2 Kingwood Heights Church of Christ
1447,Rutherford-17-3 Wesley Foundation
1448,Rutherford-18-1 Patterson Park Community Center
1449,Rutherford-18-2 Riverdale High School
1450,Rutherford-19-1 Creekmont General Baptist Church
1451,Rutherford-19-2 New Vision Baptist Church
1452,Rutherford-2-1 Lascassas Elementary School
1453,Rutherford-2-2 Wilson Elementary School
1454,Rutherford-2-3 Milton Fire Station
1455,Rutherford-20-1 Blackman United Methodist Church
1456,Rutherford-20-2 Blackman High School
1457,Rutherford-21-1 Hobgood Elementary School
1458,Rutherford-21-2 BlackFox Elementary School
1459,Rutherford-3-1 Leanna Church of Christ
1460,Rutherford-3-2 Old Jefferson Church of Christ
1461,Rutherford-4-1 Kittrell Elementary School
1462,Rutherford-4-2 North Boulevard Church of Christ
1463,Rutherford-4-3 Oakland Middle School
1464,Rutherford-4-4 Bud's Tire
1465,Rutherford-5-1 Cedar Grove Elementary School
1466,Rutherford-5-2 LaVergne Middle School
1467,Rutherford-6-1 Whitworth-Buchannan Middle School
1468,Rutherford-6-2 Christiana Middle School
1469,Rutherford-7-1 New Heights Chapel
1470,Rutherford-7-2 Barfield Elementary School
1471,Rutherford-8-1 Rockvale Middle School
1472,Rutherford-8-2 Eagleville Community Center
1473,Rutherford-8-3 Lebanon Campground Church
1474,Rutherford-8-4 Crescent Church of Christ
1475,Rutherford-9-1 Stewarts Creek Elementary School
1476,Rutherford-9-2 Browns Chapel Elementary School
1489,Sequatchie-3 Court House
1493,Sequatchie-7 City Justice Center
1496,Sevier-Boyd's Creek 2
1497,Sevier-Catlettsburg 1
1498,Sevier-Catlettsburg 2
1499,Sevier-Caton's Chapel 1
1500,Sevier-Catons Chapel 2
1501,Sevier-DuPont 2
1502,Sevier-Gatlinburg 2
1503,Sevier-Harrisburg 2
1504,Sevier-Jones Cove 1
1505,Sevier-Jones Cove 2
1506,Sevier-Kodak 1
1507,Sevier-Kodak 2
1508,Sevier-Middle School 2
1509,Sevier-New Center 1
1510,Sevier-Pigeon Forge 2
1511,Sevier-Pittman Center 1
1512,Sevier-Senior Citizens 2
1513,Sevier-Sevierville Elementary
1514,Sevier-Seymour Intm. Sch. 2
1515,Sevier-Seymour Primary Sch. 2
1516,Sevier-Underwood 1
1517,Sevier-Waldens Creek 2
1518,Sevier-Walnut Grove 2
1519,Sevier-Wearwood 2
1520,Sevier-Whites 2
1531,Shelby-Brunswick 1
1532,Shelby-Brunswick 2
1533,Shelby-Collierville 1
1534,Shelby-Collierville 2
1535,Shelby-Collierville 3
1536,Shelby-Collierville 4
1537,Shelby-Collierville 5
1538,Shelby-Collierville 6
1539,Shelby-Collierville 7
1540,Shelby-Collierville 8
1541,Shelby-Collierville 9
1542,Shelby-Cordova 3
1543,Shelby-Cordova 4
1544,Shelby-Cordova 5
1546,Shelby-Forest Hills 1
1547,Shelby-Forest Hills 2
1548,Shelby-Forest Hills 3
1558,Shelby-Lakeland 1
1559,Shelby-Lakeland 2
1560,Shelby-Lucy 1
1561,Shelby-Lucy 3
1562,Shelby-McConnells
1590,Shelby-Memphis 47-1
1677,Shelby-Millington 1
1678,Shelby-Millington 2
1681,Shelby-Ross Store 05
1682,Shelby-Ross Store 13
1683,Shelby-Ross Store 14
1684,Shelby-Ross Store 15
1685,Shelby-Ross Store 16
1698,Stewart-4-1 Family Life Center
1700,Stewart-6-1 County Library
1727,Sumner-1001 Walton Ferry Elementary
1728,Sumner-1002 Merrol Hyde Magnet School
1729,Sumner-101 Westmoreland Middle
1730,Sumner-103 Corinth Church of Christ
1731,Sumner-1101 Beech High School Annex
1732,Sumner-1102 Church of the Nazarene
1733,Sumner-1103 Millersville Community Center
1734,Sumner-1201 Oakmont Elementary
1735,Sumner-1203 White House Middle School
1736,Sumner-202 Portland High School
1737,Sumner-203 Wiseman Elementary
1738,Sumner-301 Gallatin Civic Center
1739,Sumner-303 Creekside Fellowship
1740,Sumner-401 Howard Elementary School
1741,Sumner-402 Station Camp High School
1742,Sumner-403 Cottontown Fire Hall
1743,Sumner-404 Union Elementary
1744,Sumner-501 First Baptist Gallatin
1745,Sumner-502 Guild Elementary
1746,Sumner-601 Vol State College
1747,Sumner-602 Gallatin Sr. High School
1748,Sumner-603 Jack Anderson Elementary
1749,Sumner-701 Whitten Elementary
1750,Sumner-703 Long Hollow Baptist Church
1751,Sumner-801 Brown Elementary
1752,Sumner-802 Hawkins Middle School
1753,Sumner-901 Hendersonville High School
1754,Sumner-902 Indian Lake Elementary
1755,Tipton-01 N. E. Covington
1756,Tipton-03 S.E. Covington
1757,Tipton-06 Tipton West
1758,Tipton-11 Atoka
1759,Tipton-12 Munford
1760,Tipton-14 Southwest Tipton
1761,Tipton-19 Austin Peay
1762,Tipton-21 W. Wilkinsville
1763,Tipton-22 Brighton
1764,Trousdale-1 Senior Center
1766,Trousdale-2 Cato
1767,Trousdale-3 Beech Grove
1768,Trousdale-4 Halltown
1769,Trousdale-5 Templow
1770,Trousdale-6 Walnut Grove
1771,Trousdale-7 High School
1772,Trousdale-8 Willard
1773,Trousdale-9 City
1782,Union-1-1 Union County High School
1783,Union-2-2 Luttrell Elementary School
1784,Union-3-2 Cedar Grove Community Cen.
1785,Union-3-3 Brock Community Center
1786,Union-4-7 Big Ridge Elementary Sch.
1787,Union-5-10 Sharps Chapel Elementary
1788,Union-5-13 Braden Chapel Church
1789,Union-6-6 Paulette Elementary School
1790,Union-7-1 Plainview Community Center
1791,Van Buren-Cedar Grove Community Cntr.
1792,Van Buren-Cummingsville Community Cntr
1793,Van Buren-Fall Creek Falls Comm. Center
1794,Van Buren-Piney Fire Hall
1797,Van Buren-White Hill Community Cntr.
1798,Warren-01-1 Christ Community Church
1799,Warren-02-1 Courthouse
1800,Warren-02-2 Warren County Airport
1801,Warren-03-1 Westwood Church of Christ
1802,Warren-03-2 Smartt First Baptist Church
1803,Warren-04-1 TSU Nursery Res. Center
1804,Warren-05-1 Three Star Mall
1805,Warren-05-2 Chamber of Commerce
1806,Warren-06-1 Caney Fork Electric Auditorium
1807,Warren-07-1 Friendship The Baptist Church
1808,Warren-08-1 Shellsford Baptist Church
1809,Warren-08-3 Bonner Church of Christ
1810,Warren-09-1 Morrison Ruritan Club
1811,Warren-09-2 Viola Valley Comm. Center
1812,Warren-10-1 Centertown United Methodist Church
1813,Warren-10-2 Centertown Comm. Ctr.
1814,Warren-11-1 Midway Community Center
1815,Warren-11-2 Hwy 56 N Church of Christ
1816,Warren-12-1 Warren Co. Highway Dept
1817,Warren-12-2 Lucky Community Center
1818,Washington-Asbury
1819,Washington-Boones Creek Central
1820,Washington-Boones Creek City
1821,Washington-Boones Creek East
1822,Washington-Boones Creek West
1823,Washington-Bowmantown
1824,Washington-Carver
1825,Washington-Courthouse
1826,Washington-Embreeville
1827,Washington-Fairhaven
1828,Washington-Fairmont
1829,Washington-Fall Branch
1830,Washington-Grace City
1831,Washington-Grace East
1832,Washington-Grace West
1833,Washington-Gray City
1834,Washington-Gray County
1835,Washington-Harmony
1836,Washington-Henry Johnson 6
1837,Washington-Henry Johnson 7
1838,Washington-Indian Trail City
1839,Washington-Keystone
1840,Washington-Lake Ridge
1841,Washington-Lamar
1842,Washington-New Salem
1843,Washington-New Victory
1844,Washington-Princeton
1845,Washington-South Central 6
1846,Washington-South Central 7
1847,Washington-South Side
1848,Washington-Sulphur Springs
1849,Washington-Town Acres City
1850,Washington-Town Acres County
1851,Washington-Visitor's Center
1852,Washington-Woodland
1853,Wayne-1 Waynesboro City
1854,Wayne-2 Clifton
1855,Wayne-3 Beech Creek Fire Hall
1856,Wayne-3 Crazy Horse
1857,Wayne-3 Eagle Creek Fire Hall
1858,Wayne-4 Collinwood City
1859,Wayne-4 Shawnatee
1860,Wayne-5 Big Cypress
1861,Wayne-5 Lutts
1862,Wayne-5 Woodman Building
1863,Wayne-6 Holly Creek Fire Hall
1864,Wayne-6 Southgate Fire Hall
1865,Wayne-7 Buffalo River Fire Dept.
1866,Wayne-7 Ovilla Fire Hall
1867,Weakley-01A Palmersville Fire Station
1868,Weakley-01B Latham Vol. Fire Dept.
1869,Weakley-02 Gleason Community Building
1870,Weakley-03 Greenfield First Baptist Church
1871,Weakley-04 Sharon First Baptist Church
1872,Weakley-05  Martin Church of Christ
1873,Weakley-06 Martin Trinity Presbyterian Church
1874,Weakley-07 Martin Shepardsfield Church
1875,Weakley-08 Martin First United Methodist Church
1876,Weakley-09 Dresden First United Methodist Church
1877,"White-1-1 Sparta Civic Center, City"
1878,"White-1-2 Sparta Civic Center, County"
1879,"White-2-1 Ag Fair Complex, City"
1880,"White-2-2 Woodland Park School, County"
1881,"White-3-1 Ag Fair Complex, County"
1882,"White-4-1 Woodland Park School, County"
1883,"White-4-2 Bondecroft School, County"
1884,"White-5-1 Doyle Civic Center Hall, County"
1885,"White-6-1 Central View School, County"
1886,"White-6-2 Cassville School, County"
1887,"White-7-1 Northfield School, County"
1888,Williamson-1-1 Westwood Elementary School
1889,Williamson-1-2 Fairview Recreation Center
1890,Williamson-1-3 Old Pinewood School
1891,Williamson-1-4 Burwood Community Center
1892,Williamson-1-5 The Church of Spring Hill
1893,Williamson-10-1 Franklin Recreation Complex
1894,Williamson-10-2 Liberty Elementary School
1895,Williamson-10-3 Hunter's Bend Elementary School
1896,Williamson-11-1 Franklin Elementary School
1897,Williamson-11-2 Robert Ring Indoor Soccer Complex
1898,Williamson-11-3 Winstead Elementary School
1899,Williamson-12-1 Franklin Community of Faith Church
1900,Williamson-12-2 The Church of the City-Franklin
1901,Williamson-12-3 The Gate Community Church
1902,Williamson-2-1 Bethesda Recreation Center
1903,Williamson-2-2 Thompson Station Baptist Church
1904,Williamson-2-3 Oakview Elementary School
1905,Williamson-2-4 College Grove Community Center
1906,Williamson-2-5 Conduit Church
1907,Williamson-3-1 Heritage Elementary School
1908,Williamson-3-2 Longview Recreation Center
1909,Williamson-3-3 Chapman's Retreat Elementary School
1910,Williamson-4-1 Prairie Life Fitness Center
1911,Williamson-4-2 Millview Church of Christ
1912,Williamson-4-3 Franklin Christian Church
1913,Williamson-5-1 Sunset Elementary School
1914,Williamson-5-2 Nolensville Methodist Church
1915,Williamson-5-3 Triune Baptist Church
1916,Williamson-5-4 Nolensville Baptist Church
1917,Williamson-6-1 Brentwood Library
1918,Williamson-6-2 Brentwood Safety Center
1919,Williamson-6-3 Holy Family Catholic Church
1920,Williamson-7-1 Brenthaven Church
1921,Williamson-7-2 Baptist Children's Home
1922,Williamson-7-3 New Hope Community Church
1923,Williamson-8-1 Grassland Middle School
1924,Williamson-8-2 First Presbyterian Church
1925,Williamson-8-3 Episcopal Church
1926,Williamson-9-1 Walnut Grove Elementary School
1927,Williamson-9-2 Benton Hall School
1928,Williamson-9-3 Westhaven Clubhouse
1929,Williamson-9-4 Grace Chapel Church
1930,Williamson-9-5 Independence High School
