,unique_ID
2811,Overton-2-1 Allons
2812,Overton-2-3 Monroe
2813,Overton-3-2 Poteet
2814,Overton-3-3 Wilson
2815,Overton-3-4 Rushing Springs
2816,Overton-4-2 Rickman
2817,Overton-5-1 Hilham
2818,Overton-5-2 Fairgrounds
2819,Perry-1-1 Cedar Creek
2820,Perry-1-2 Marsh Creek
2821,Perry-2-1 Pineview
2822,Perry-2-2 Pope
2823,Perry-3-1 Coon Creek
2824,Perry-3-2 Flatwoods
2825,Perry-4-1 Brush Creek
2826,Perry-4-3 Lobelville
2827,Perry-5-1 Linden
2828,Perry-6-1 Lobelville
2829,Pickett-Community Center 1-1
2830,Pickett-Moodyville 1-2
2831,Pickett-High School 2-1
2832,Pickett-Chanute 3-1
2833,Pickett-Travisville 3-2
2834,Pickett-Boom 4-1
2835,Pickett-Oak Hill 4-2
2836,Pickett-Barnes Ridge 4-3
2837,Pickett-Bolestown 4-4
2838,Polk-Delano
2839,Polk-Polk County HS
2840,Polk-Chilhowee MS
2841,Polk-Greasy Creek
2842,Polk-Springtown Firehall
2843,Polk-South Polk School
2844,Polk-Shiloh Baptist
2845,Polk-Community Center
2846,Polk-Turtletown
2847,Putnam-1A Capshaw
2848,Putnam-2A Northeast
2849,Putnam-3A University
2850,Putnam-4A Burks
2851,Putnam-4B Monterey City
2852,Putnam-4C Poplar Grove
2853,Putnam-5A Cookeville CC
2854,Putnam-5C Prescott South
2855,Putnam-5F Dry Valley
2856,Putnam-6A Cane Creek
2857,Putnam-7A Burgess Falls
2858,Putnam-7D Twin Oak
2859,Putnam-8D Boma
2860,Putnam-8E Buffalo Valley
2861,Putnam-8G Upperman
2862,Putnam-9B Double Springs
2863,Putnam-11B Cookeville High
2864,Roane-Johnson Sch House
2865,Robertson-01-1 East Robertson
2866,Robertson-02-1 Woodall
2867,Robertson-03-1 Ebenezer
2868,Robertson-03-2 Heritage
2869,Robertson-04-1 Watauga
2870,Robertson-05-1 Greenbrier
2871,Robertson-06-1 Coopertown
2872,Robertson-06-2 Mt. Sharon
2873,Robertson-07-1 Jo Byrns
2874,Robertson-07-2 Stroudsville
2875,Robertson-08-1 Krisle
2876,Robertson-08-2 HATS
2877,Robertson-08-3 Owens Chapel
2878,Robertson-09-1 Fair Assoc.
2879,Robertson-10-1 South Haven
2880,Robertson-11-1 Westside
2881,Robertson-11-2 Heads
2882,Robertson-12-1 Bransford
2883,Rutherford-1-1
2884,Rutherford-2-1
2885,Rutherford-2-2
2886,Rutherford-2-3
2887,Rutherford-3-1
2888,Rutherford-3-2
2889,Rutherford-4-1
2890,Rutherford-4-2
2891,Rutherford-4-3
2892,Rutherford-4-4
2893,Rutherford-5-1
2894,Rutherford-5-2
2895,Rutherford-6-1
2896,Rutherford-6-2
2897,Rutherford-7-1
2898,Rutherford-7-2
2899,Rutherford-8-1
2900,Rutherford-8-2
2901,Rutherford-8-3
2902,Rutherford-8-4
2903,Rutherford-9-1
2904,Rutherford-9-2
2905,Rutherford-10-1
2906,Rutherford-10-2
2907,Rutherford-11-1
2908,Rutherford-11-2
2909,Rutherford-12-1
2910,Rutherford-12-2
2911,Rutherford-12-3
2912,Rutherford-13-1
2913,Rutherford-13-2
2914,Rutherford-14-1
2915,Rutherford-14-2
2916,Rutherford-15-1
2917,Rutherford-15-2
2918,Rutherford-16-1
2919,Rutherford-16-2
2920,Rutherford-16-3
2921,Rutherford-17-1
2922,Rutherford-17-2
2923,Rutherford-17-3
2924,Rutherford-18-1
2925,Rutherford-18-2
2926,Rutherford-19-1
2927,Rutherford-19-2
2928,Rutherford-20-1
2929,Rutherford-20-2
2930,Rutherford-21-1
2931,Rutherford-21-2
2932,Sequatchie-3 Courthouse
2933,Sequatchie-7 Ewton's Annex
2934,Sevier-1-1 Caton's Chapel
2935,Sevier-1-2 Caton's Chapel
2936,Sevier-1-3 Jones Cove
2937,Sevier-1-4 Jones Cove
2938,Sevier-2-1 Waldens Creek
2939,Sevier-2-2 Wearwood
2940,Sevier-3-1 Harrisburg
2941,Sevier-3-2 New Center
2942,Sevier-4-1 Pigeon Forge
2943,Sevier-4-2 Sevierville Elementary
2944,Sevier-5-1 Sevierville
2945,Sevier-5-2 Senior Center
2946,Sevier-6-1 Seymour
2947,Sevier-7-1 Catlettsburg
2948,Sevier-7-2 Catlettsburg
2949,Sevier-7-3 Walnut Grove
2950,Sevier-8-1 Kodak
2951,Sevier-8-2 Kodak
2952,Sevier-8-3 Underwood
2953,Sevier-9-1 Seymour Primary
2954,Sevier-10-1 Boyds Creek
2955,Sevier-10-2 Whites
2956,Sevier-10-3 DuPont
2957,Sevier-11-1 Gatlinburg
2958,Sevier-11-2 Pittman Center
2959,Shelby-Memphis 47
2960,Shelby-Brunswick 01
2961,Shelby-Brunswick 02
2962,Shelby-Collierville 01
2963,Shelby-Collierville 02
2964,Shelby-Collierville 03
2965,Shelby-Collierville 04
2966,Shelby-Collierville 05
2967,Shelby-Collierville 06
2968,Shelby-Collierville 07
2969,Shelby-Collierville 08
2970,Shelby-Collierville 09
2971,Shelby-Cordova 03
2972,Shelby-Cordova 04
2973,Shelby-Cordova 05
2974,Shelby-Forest Hills 01
2975,Shelby-Forest Hills 02
2976,Shelby-Forest Hills 03
2977,Shelby-Lakeland 01
2978,Shelby-Lakeland 02
2979,Shelby-Lucy 01
2980,Shelby-Lucy 03
2981,Shelby-McConnell's
2982,Shelby-Millington 01
2983,Shelby-Millington 02
2984,Shelby-Ross 05
2985,Shelby-Ross 13
2986,Shelby-Ross 14
2987,Shelby-Ross 15
2988,Shelby-Ross 16
2989,Stewart-4-1 Church Street
2990,Stewart-6-1 Public Library
2991,Sumner-1-1 Westmoreland
2992,Sumner-1-3 Corinth
2993,Sumner-2-1 Portland
2994,Sumner-2-2 Wiseman
2995,Sumner-3-1 Civic Center
2996,Sumner-3-3 Creekside
2997,Sumner-4-1 Howard
2998,Sumner-4-2 Station Camp
2999,Sumner-4-3 Cottontown
3000,Sumner-4-4 Union
3001,Sumner-5-1 FB Gallatin
3002,Sumner-5-2 Guild
3003,Sumner-6-1 Vol State
3004,Sumner-6-2 Gallatin HS
3005,Sumner-6-3 Jack Anderson
3006,Sumner-7-1 Whitten
3007,Sumner-7-3 Long Hollow
3008,Sumner-8-1 Brown
3009,Sumner-8-2 Hawkins
3010,Sumner-9-1 Hendersonville
3011,Sumner-9-2 Indian Lake
3012,Sumner-10-1 Walton Ferry
3013,Sumner-10-2 Merrol Hyde
3014,Sumner-11-1 Beech
3015,Sumner-11-2 Goodlettsville
3016,Sumner-11-3 Millersville
3017,Sumner-12-1 Oakmont
3018,Sumner-12-3 White House
3019,Tipton-1-1 NE Covington
3020,Tipton-2-3 SE Covington
3021,Tipton-3-6 Tipton West
3022,Tipton-4-11 Atoka
3023,Tipton-5-12 Munford
3024,Tipton-6-14 SW Tipton
3025,Tipton-7-19 Austin Peay
3026,Tipton-8-21 Wilkinsville
3027,Tipton-9-22 Brighton
3028,Trousdale-01 Senior Center
3029,Trousdale-02 Cato
3030,Trousdale-03 Beech Grove
3031,Trousdale-04 Halltown
3032,Trousdale-05 Templow
3033,Trousdale-06 Walnut Grove
3034,Trousdale-07 High School
3035,Trousdale-08 Willard
3036,Trousdale-09 City
3037,Union-1-1 UCHS
3038,Union-2-1 Luttrell
3039,Union-3-1 Cedar Grove
3040,Union-3-2 Brock
3041,Union-4-1 Big Ridge
3042,Union-5-1 Sharps Chapel
3043,Union-5-2 Braden Chapel
3044,Union-6-1 Paulette
3045,Union-7-1 Plainview
3046,Van Buren-Cummingsville
3047,Van Buren-Cedar Grove
3048,Van Buren-Fall Creek Falls
3049,Van Buren-Piney
3050,Van Buren-White Hill
3051,Warren-1-1 Christ Community Church
3052,Warren-2-1 Courthouse
3053,Warren-2-2 Airport
3054,Warren-3-1 Westwood
3055,Warren-3-2 Smartt
3056,Warren-4-1 TSU
3057,Warren-5-1 Mall
3058,Warren-5-2 Chamber
3059,Warren-6-1 Caney Fork
3060,Warren-7-1 Friendship
3061,Warren-8-1 Shellsford
3062,Warren-8-3 Bonner
3063,Warren-9-1 Morrison
3064,Warren-9-2 Viola
3065,Warren-10-1 Centertown UMC
3066,Warren-10-2 Centertown CIC
3067,Warren-11-1 Midway
3068,Warren-11-2 Hwy 56 North
3069,Warren-12-1 Highway Dept
3070,Warren-12-2 Lucky
3071,Washington-01 Fall Branch
3072,Washington-02 Harmony
3073,Washington-03 Bowmantown
3074,Washington-04 Sulphur Springs
3075,Washington-05 B.C. West
3076,Washington-06 B.C. Central
3077,Washington-07 Gray County
3078,Washington-08 Gray City
3079,Washington-09 B.C. East
3080,Washington-10 B.C. City
3081,Washington-11 Asbury
3082,Washington-12 Town Acres City
3083,Washington-13 Woodland
3084,Washington-14 Indian Trail
3085,Washington-15 Princeton
3086,Washington-16 Lakeridge
3087,Washington-17 Fairmont
3088,Washington-18 Carver
3089,Washington-19 Henry Johnson 6
3090,Washington-20 Henry Johnson 7
3091,Washington-21 Keystone
3092,Washington-22 South Side
3093,Washington-23 Grace East
3094,Washington-24 Grace City
3095,Washington-25 Grace West
3096,Washington-26 Fairhaven
3097,Washington-27 Courthouse
3098,Washington-28 Visitor's Center
3099,Washington-29 Lamar
3100,Washington-30 New Victory
3101,Washington-31 Embreeville
3102,Washington-32 New Salem
3103,Washington-33 South Central 7
3104,Washington-34 South Central 6
3105,Washington-35 Town Acres County
3106,Wayne-1-1 Waynesboro
3107,Wayne-2-1 Clifton
3108,Wayne-3-1 Beech Creek
3109,Wayne-3-2 Crazy Horse
3110,Wayne-3-3 Eagle Creek
3111,Wayne-4-1 Collinwood
3112,Wayne-4-2 Shawnettee
3113,Wayne-5-1 Big Cypress
3114,Wayne-5-2 Lutts
3115,Wayne-5-3 Woodmen
3116,Wayne-6-1 Holly Creek
3117,Wayne-6-2 South Gate
3118,Wayne-7-1 Buffalo River
3119,Wayne-7-2 Ovilla
3120,Weakley-1A Palmersville
3121,Weakley-1B Latham
3122,Weakley-2A Gleason
3123,Weakley-3A Greenfield
3124,Weakley-4A Sharon
3125,Weakley-5A Martin CoC
3126,Weakley-6A Trinity
3127,Weakley-7A Martin Shepherd's
3128,Weakley-8A Martin FUMC
3129,Weakley-9A Dresden
3130,White-1-1 Sparta Civic
3131,White-1-2 Sparta Civic
3132,White-2-1 Ag Fair Complex
3133,White-2-2 Woodland Park
3134,White-3-1 Ag Fair Complex
3135,White-4-1 Woodland Park
3136,White-4-2 Bondecroft
3137,White-5-1 Doyle Civic
3138,White-6-1 Central View
3139,White-6-2 Cassville
3140,White-7-1 Northfield
3141,Williamson-1-1
3142,Williamson-1-2
3143,Williamson-1-3
3144,Williamson-1-4
3145,Williamson-1-5
3146,Williamson-2-1
3147,Williamson-2-2
3148,Williamson-2-3
3149,Williamson-2-4
3150,Williamson-2-5
3151,Williamson-3-1
3152,Williamson-3-2
3153,Williamson-3-3
3154,Williamson-4-1
3155,Williamson-4-2
3156,Williamson-4-3
3157,Williamson-5-1
3158,Williamson-5-2
3159,Williamson-5-3
3160,Williamson-5-4
3161,Williamson-6-1
3162,Williamson-6-2
3163,Williamson-6-3
3164,Williamson-7-1
3165,Williamson-7-2
3166,Williamson-7-3
3167,Williamson-8-1
3168,Williamson-8-2
3169,Williamson-8-3
3170,Williamson-9-1
3171,Williamson-9-2
3172,Williamson-9-3
3173,Williamson-9-4
3174,Williamson-9-5
3175,Williamson-10-1
3176,Williamson-10-2
3177,Williamson-10-3
3178,Williamson-11-1
3179,Williamson-11-2
3180,Williamson-11-3
3181,Williamson-12-1
3182,Williamson-12-2
3183,Williamson-12-3
