,COUNTY,NAME
538,Jackson,2-Feb
539,Jackson,2-Mar
536,Jackson,2-Apr
541,Jackson,1-May
542,Jackson,1-Jan
540,Jackson,1-Apr
547,Jefferson,2nd Piedmont Elementary School
545,Jefferson,7th New Market City Hall
546,Jefferson,3rd White Pine School
558,Jefferson,8-1 Old Chestnut Hill School
557,Jefferson,1st Dandridge Elementary School
553,Jefferson,9th Talbott Elementary School
556,Jefferson,6th Rush Strong School
555,Jefferson,5th Jefferson Middle School
552,Jefferson,10th Jefferson City Fire Dept
554,Jefferson,8-2 Old Swannsylvania School
548,Jefferson,4th Jefferson Elementary School
1899,Johnson,4A Dry Run
1900,Johnson,1A Laurel
1905,Johnson,3B Neva
1906,Johnson,1B Cold Springs
1895,Johnson,4B Butler
1898,Johnson,7 City
1896,Johnson,2 Forge/Shouns
1893,Johnson,6 Shady
1894,Johnson,3A Trade
1907,Johnson,5 Doe Valley
599,Knox,29
616,Knox,50-N
608,Knox,43
607,Knox,42
521,Knox,70-E
522,Knox,23
1243,Knox,14
1244,Knox,11
1245,Knox,17
559,Knox,50-S
602,Knox,20
601,Knox,6
600,Knox,71
560,Knox,9
561,Knox,10-N
723,Knox,44
598,Knox,25
597,Knox,89
596,Knox,27
595,Knox,90
594,Knox,93
593,Knox,92
724,Knox,84
725,Knox,26
726,Knox,57
592,Knox,19-E
617,Knox,24-Q
588,Knox,13
628,Knox,49
520,Knox,69-E
489,Knox,33
490,Knox,74
685,Knox,65-N
667,Knox,63-N
666,Knox,63
665,Knox,45
664,Knox,67
663,Knox,70-W
662,Knox,64
661,Knox,46
660,Knox,47
491,Knox,61
702,Knox,68-E
703,Knox,55
492,Knox,59
493,Knox,72
494,Knox,56
729,Knox,18
495,Knox,58-S
496,Knox,73
1721,Knox,65-E
497,Knox,19-W
1720,Knox,65-W
1242,Knox,32
519,Knox,58-N
629,Knox,51
587,Knox,31
606,Knox,10-S
579,Knox,85
585,Knox,79
762,Knox,34
584,Knox,78
583,Knox,76
1716,Knox,66-S
1717,Knox,69-N
1718,Knox,69-S
763,Knox,16
1784,Knox,62
567,Knox,48
569,Knox,15
570,Knox,30
575,Knox,39
576,Knox,41
577,Knox,40
578,Knox,80
727,Knox,60
580,Knox,86
568,Knox,12
581,Knox,82
1719,Knox,69-W
582,Knox,87
755,Knox,35
754,Knox,36
753,Knox,37
728,Knox,81
586,Knox,77
1714,Knox,68
566,Knox,10-W
1715,Knox,66-N
939,Lake,1 Tiptonville Senior Center
940,Lake,2 Lake County Courthouse
938,Lake,3 Lake County Middle School
994,Lauderdale,Ripley 4
941,Lauderdale,McBride
944,Lauderdale,Henning
1562,Lauderdale,Edith
1561,Lauderdale,Ripley 2
1560,Lauderdale,Central
943,Lauderdale,Halls 8
942,Lauderdale,Lightfoot
983,Lauderdale,Gates
995,Lauderdale,Ripley 3
945,Lawrence,2-1 Loretto Civic Center
949,Lawrence,5-1 Leoma School Gym
948,Lawrence,1-2 West Loretto
947,Lawrence,3-1 South East Lawrence
1024,Lawrence,15-1 David Crockett
997,Lawrence,8-1 New Prospect
996,Lawrence,6-2 West Point
1021,Lawrence,12-2 Henryville
1022,Lawrence,13-1 West End
1023,Lawrence,14-1 Crawfish Valley
1025,Lawrence,3-2 Centerpoint
1026,Lawrence,16-1 Rotary Park
1027,Lawrence,17-1 Sowell
1028,Lawrence,18-1 E.O. Coffman
1029,Lawrence,6-1 Iron City
946,Lawrence,4-1 Crossroads Fire Hall
1039,Lawrence,9-1 Ethridge
1040,Lawrence,12-1 Center
1038,Lawrence,5-2 Gandy
1009,Lawrence,1-1 St. Joseph
1010,Lawrence,7-1 Lawrenceburg Public
1011,Lawrence,11-1 Summertown
998,Lawrence,9-2 Mars Hill
999,Lawrence,10-1 Howards
1044,Lewis,1-Jan
1043,Lewis,1-Mar
1042,Lewis,1-Apr
1041,Lewis,1-Feb
1066,Lewis,1-Aug
1067,Lewis,1-Sep
1045,Lewis,1-May
1046,Lewis,1-Jun
1047,Lewis,1-Jul
1093,Lincoln,Flintville Fire Hall
1138,Lincoln,FNB Community Room
1095,Lincoln,Lincoln Community Center
1096,Lincoln,South Lincoln
1097,Lincoln,Armory
1098,Lincoln,Fayetteville CPC
1099,Lincoln,Taft Baptist Church
1094,Lincoln,Kelso Cumberland Presbyterian Church
1092,Lincoln,Elora Community Center
1104,Lincoln,Petersburg
1103,Lincoln,Howell
1109,Lincoln,Mulberry Fire Hall
1108,Lincoln,Belleville Community Center
1100,Lincoln,Molino
1105,Lincoln,Recreation Center
1106,Lincoln,Liberty
1107,Lincoln,Calvary Baptist Fellowship Hall
1137,Lincoln,Maranatha
1102,Lincoln,Blanche
1101,Lincoln,Boonshill Community Center
771,Loudon,Lenoir City Outside
797,Loudon,Tellico Village North
1142,Loudon,Philadelphia
767,Loudon,Greenback
768,Loudon,Glendale
1139,Loudon,Luttrell
1140,Loudon,Loudon Outside
1141,Loudon,Loudon
773,Loudon,Eatons
772,Loudon,Browder
1143,Loudon,Davis
769,Loudon,Loudon Mt Zion
770,Loudon,Lenoir City
796,Loudon,Tellico Village South
1712,Loudon,Highland Park
831,Macon,Westside Elementary School
798,Macon,Red Boiling Springs High School
834,Macon,Central Elementary School
833,Macon,Macon County Welcome Center
832,Macon,Cross Roads Community Center
828,Macon,Willette Community Center
830,Macon,Macon County Junior High School
860,Macon,National Guard Armory
859,Macon,Lafayette Elementary School
829,Macon,Macon County High School
928,Madison,1-2 Mt. Moriah Baptist Church
950,Madison,5-1 Jackson Careers and Technology
951,Madison,5-2 Macedonia Baptist Church
963,Madison,8-1 Beech Bluff Baptist Church
882,Madison,2-3 Community Montessori School
926,Madison,4-1 Masonic Temple Lodge #45
914,Madison,4-3 Festivities Events Place
913,Madison,4-2 Andrew Jackson School
912,Madison,2-2 Aldersgate United Methodist Church
1003,Madison,6-1 South Side High School
952,Madison,5-3 North Parkway School
881,Madison,2-1 Alexander Elementary School
962,Madison,8-3 Mifflin Road Fire Station
953,Madison,7-1 UT Agricultural Experiment Station
861,Madison,10-3 North Side High School
862,Madison,9-3 Three Way City Meeting Room
964,Madison,8-2 Browns United Methodist Church
961,Madison,8-4 East Union Ruritan Center
960,Madison,8-5 Lesters Fire Station
959,Madison,6-2 South Elementary School
958,Madison,6-4 Medon City Hall
1012,Madison,10-1 Spring Creek Fire Station #7
957,Madison,6-3 Malesus Community Center
984,Madison,10-2 North East School
955,Madison,7-3 Denmark West Community Center
985,Madison,3-1 Madison Co Board of Ed.
986,Madison,3-3 Madison County Veterans Services
954,Madison,7-2 TN Technology Center
1000,Madison,3-2 Old Bells Fire Station
1001,Madison,9-1 VFW Post 1848
1002,Madison,9-2 Pope Elementary School
956,Madison,7-4 Mercer Fire Station
927,Madison,1-1 Carl Perkins Civic Center
1807,Marion,River Canyon
1808,Marion,Waldens Ridge
1049,Marion,South Pittsburg
1818,Marion,Haletown-Ladds
1030,Marion,Shellmound
1072,Marion,Whitwell
1071,Marion,Powells Crossroads
1070,Marion,Foster Falls
1069,Marion,Jasper
1068,Marion,New Hope
1073,Marion,Whitwell Mtn. FD
1051,Marion,Monteagle
1050,Marion,Lodge
1821,Marion,Elder Mountain
1820,Marion,Sequatchie
1048,Marion,Orme
1052,Marion,Kimball
1111,Marshall,McKnight Center
1110,Marshall,Chapel Hill
1080,Marshall,Hardison School
1079,Marshall,Parkview Baptist
1077,Marshall,Henry Horton State Park
1076,Marshall,Belfast
1075,Marshall,Lewisburg Gas Dept.
1074,Marshall,Recreation Center
1078,Marshall,Cornersville
1574,Maury,Spring Hill Middle
1118,Maury,Highland
776,Maury,Culleoka
1150,Maury,Bear Creek
1116,Maury,St. Catherine
1115,Maury,Santa Fe
1114,Maury,Armory
1113,Maury,Theta
1112,Maury,Neapolis
1144,Maury,First Family
1145,Maury,Mt. Pleasant
1146,Maury,Hampshire
1147,Maury,College Hill
1148,Maury,Pleasant Heights
1149,Maury,Rally Hill
1730,Maury,Northfield
1731,Maury,Spring Hill
1705,Maury,CP Church
774,Maury,Riverside
775,Maury,Bigbyville
1117,Maury,West End
801,McMinn,10 Tennessee College of Applied Technology
807,McMinn,07 Calhoun School
806,McMinn,15 Mountain View School
805,McMinn,01 City Park School
799,McMinn,12 North City School
800,McMinn,09 Ingleside School
804,McMinn,14 EK Baker School
777,McMinn,04 Englewood School
835,McMinn,13 Jones Chapel Family Life
778,McMinn,11 McMinn Courthouse
779,McMinn,08 Niota School
809,McMinn,03 Central High School
803,McMinn,05 Rogers Creek School
802,McMinn,06 Riceville School
808,McMinn,02 Etowah Community Center
1575,McNairy,5 Ramer
848,McNairy,5 East View
836,McNairy,2 Adamsville
838,McNairy,3 North East Selmer
839,McNairy,1 McNairy
843,McNairy,1 Finger
844,McNairy,3 Leapwood
840,McNairy,6 Courthouse SE
841,McNairy,7 Michie
842,McNairy,1 Bethel Springs
847,McNairy,7 Stantonville
837,McNairy,4 Rose Creek
845,McNairy,3 Purdy
846,McNairy,2 Lawton
850,McNairy,4 North Selmer
849,McNairy,5 Guys
868,Meigs,4 Meigs North
866,Meigs,3 City Hall
865,Meigs,1 Eastview
864,Meigs,2 Meigs South
863,Meigs,3 Courthouse
867,Meigs,5 Ten Mile
889,Monroe,2 Broad Street School
887,Monroe,14 Ballplay Fire Dept
886,Monroe,9 Notchey Creek Fire Dept
885,Monroe,4 Vonore Elementary School
888,Monroe,1 Sweetwater High School
891,Monroe,6 Madisonville Primary School
884,Monroe,7 Sequoyah High School
883,Monroe,10 Rural Vale Fire Dept
890,Monroe,11 Tellico Community Center
872,Monroe,12 Coker Creek School
871,Monroe,3 Sweetwater Primary School
870,Monroe,8 Vonore Community Center
869,Monroe,5 Election Commission
987,Montgomery,9
966,Montgomery,8A
965,Montgomery,14
1053,Montgomery,20A
1054,Montgomery,16
1016,Montgomery,6B
1033,Montgomery,1A
1032,Montgomery,17
1031,Montgomery,4B
1018,Montgomery,19
1017,Montgomery,15
1015,Montgomery,21A
1014,Montgomery,5B
1013,Montgomery,20B
1006,Montgomery,2B
1005,Montgomery,11
1004,Montgomery,7
1034,Montgomery,8B
930,Montgomery,2A
990,Montgomery,1B
919,Montgomery,21B
892,Montgomery,12
988,Montgomery,3
915,Montgomery,13
929,Montgomery,18
989,Montgomery,10
917,Montgomery,6A
918,Montgomery,4A
916,Montgomery,5A
1035,Moore,5 Motlow College
1055,Moore,1 Masonic Lodge
1057,Moore,2 Moore County High School
1058,Moore,4 Public Library
1056,Moore,3 Moore County Building
1802,Morgan,Sunbright 5-1
1748,Morgan,Kelly's 6-1
1752,Morgan,Burrville 5-2
1754,Morgan,Deer Lodge 4-2
1755,Morgan,Mossy Grove 6-3
1795,Morgan,Oakdale High 2-1
1797,Morgan,Wartburg 3-1
1798,Morgan,Lancing 4-1
1799,Morgan,Chestnut Ridge 4-3
1800,Morgan,Coalfield 1-1
1806,Morgan,Oakdale 2-2
1801,Morgan,Petros 6-2
1082,Obion,7-2 Obion Co. Library
1089,Obion,5-2 Cloverdale
1088,Obion,6-2 Obion Senior Center
1120,Obion,3-4 Rives
1087,Obion,3-2 Kenton
1086,Obion,2-1 Eddie Cox Sr. Center
1121,Obion,4-1 Fair Grounds
1085,Obion,5-5 Samburg
1084,Obion,5-4 Hornbeak
1081,Obion,1-1 South Fulton
1083,Obion,2-4 Woodland
1119,Obion,6-1 Troy Senior Center
1125,Overton,2 Allons
1122,Overton,5 Fairgrounds
1128,Overton,3 Rushing Springs
1127,Overton,2 Monroe
1126,Overton,4 Rickman
1757,Overton,3 Poteet
1123,Overton,1 Livingston
1124,Overton,5 Hilham
1758,Overton,3 Wilson
782,Perry,101 Cedar Creek
1129,Perry,501 Perry Co. Courthouse
780,Perry,601 Lobelville City Hall
781,Perry,401 Brush Creek
1132,Perry,201 Pineview
1133,Perry,403 Lobelville Elem. School
1134,Perry,202 Pope
1131,Perry,301 Coon Creek
1130,Perry,102 Marsh Creek
783,Perry,302 Flatwoods
790,Pickett,Bolestown
789,Pickett,Moodyville
788,Pickett,Travisville
787,Pickett,Community Center
786,Pickett,Chanute
784,Pickett,High School
785,Pickett,Oak Hill
791,Pickett,Boom
810,Pickett,Barnes Ridge
811,Polk,2 Greasy Creek Comm. Club
812,Polk,1B Chilhowee Middle Sch. Gym
818,Polk,2D Shiloh Baptist
813,Polk,1 Delano Lions Club
814,Polk,1A Polk County High School
1563,Polk,3 Community Center
815,Polk,2A Springtown Firehall
816,Polk,3B Turtletown
817,Polk,2C South Polk School
824,Putnam,08E Buffalo Valley
876,Putnam,05A Cookeville Community Center
1783,Putnam,04A Burks Middle School
875,Putnam,10B Sycamore
893,Putnam,04B Monterey High School
874,Putnam,10A Pavilion
856,Putnam,02A Northeast Elementary
825,Putnam,08D Boma
855,Putnam,11A Bangham
854,Putnam,12A Algood Inside
1566,Putnam,12B Algood Outside
1565,Putnam,08G Upperman
853,Putnam,11B Cookeville High School
852,Putnam,04C Poplar Grove Community Center
851,Putnam,05F Dry Valley
819,Putnam,06A Cane Creek
820,Putnam,09B Double Springs
821,Putnam,01A Capshaw
822,Putnam,05C Prescott South
823,Putnam,07D Twin Oak
873,Putnam,03A University
877,Putnam,07A Burgess Falls
894,Rhea,8-1 Garrison
895,Rhea,3-1 Wolf Creek
904,Rhea,9-2 Waldens Ridge
903,Rhea,1-2 Grandview
902,Rhea,7-1 Frazier
901,Rhea,6-1 Dayton West
900,Rhea,3-2 Evensville North
899,Rhea,1-1 Spring City North
898,Rhea,4-1 Evensville South
897,Rhea,2-1 Spring City South
896,Rhea,9-1 Graysville
878,Rhea,5-1 Dayton North
1759,Roane,Oliver Springs
1740,Roane,Kingston Ward 1
1739,Roane,Eureka
1738,Roane,Fairview
1737,Roane,Glen Alice
1735,Roane,Emory
1734,Roane,Kingston Ward 2
1733,Roane,Midtown
1732,Roane,South Harriman
1743,Roane,Rockwood Ward 1
1744,Roane,Emory Heights
1745,Roane,Orchard View
1746,Roane,Oak Hills
1747,Roane,Dyllis
1742,Roane,Lawnville
1702,Roane,Johnson School House
1736,Roane,Rockwood Ward 2
1741,Roane,Paw Paw
1961,Roane,Harriman Ward 1
922,Roane,Renfro
921,Roane,Cherokee
920,Roane,Midway
905,Roane,Cave Creek
923,Roane,Paint Rock
973,Robertson,9-1 Robertson County Fair Assoc.
976,Robertson,11-1 Westside School
931,Robertson,1-1 East Robertson Elementary School
932,Robertson,2-1 Robert F. Woodall Elementary School
933,Robertson,3-2 White House Heritage HS
934,Robertson,4-1 Watauga Elementary School
935,Robertson,6-2 Mt. Sharon C.P. Church
974,Robertson,10-1 South Haven Christian School
975,Robertson,11-2 Heads Free Will Baptist Church
991,Robertson,12-1 Bransford School
967,Robertson,5-1 Greenbrier High School
968,Robertson,7-1 Jo Byrns Elementary School
969,Robertson,3-1 Ebenezer Baptist Church
970,Robertson,8-2 H.A.T.S
971,Robertson,8-1 Krisle School
972,Robertson,8-3 Owens Chapel Fellowship Hall
936,Robertson,6-1 Coopertown Middle School
937,Robertson,7-2 Stroudsville Church of Christ
993,Rutherford,11-1 Smyrna Middle School
992,Rutherford,12-2 Smyrna Elementary School
980,Rutherford,8-1 Rockvale Middle School
1008,Rutherford,19-1 Creekmont General Baptist Church
1268,Rutherford,4-4 Bud's Tire
1258,Rutherford,12-1 TN National Guard Armory
1257,Rutherford,3-2 Old Jefferson Church of Christ
1136,Rutherford,15-1 John Pittard Elementary
1135,Rutherford,14-2 Siegel Elementary School
1091,Rutherford,14-1 Siegel Middle School
1090,Rutherford,16-1 Central Magnet School
1065,Rutherford,16-3 Lane Agri-Park
1007,Rutherford,10-2 Lifepoint Church
1064,Rutherford,2-2 Wilson Elementary School
1062,Rutherford,4-1 Kittrell Elementary School
1061,Rutherford,6-1 Whitworth-Buchannan Middle School
1060,Rutherford,6-2 Christiana Middle School
1059,Rutherford,10-1 Rock Springs Elementary School
1037,Rutherford,5-1 Cedar Grove Elementary School
1036,Rutherford,1-1 LaVergne Lake Elementary School
1020,Rutherford,9-2 Browns Chapel Elementary School
1019,Rutherford,11-2 StewartsboroElementary School
1063,Rutherford,2-3 Milton Fire Station
982,Rutherford,8-4 Crescent Church of Christ
981,Rutherford,8-3 Lebanon Campground Church
979,Rutherford,20-1 Blackman United Methodist Church
764,Rutherford,4-3 Oakland Middle School
765,Rutherford,4-2 North Boulevard Church of Christ
766,Rutherford,17-2 Kingwood Heights Church of Christ
792,Rutherford,15-2 Northfield Elementary School
793,Rutherford,16-2 Mitchell-Neilson Primary School
795,Rutherford,17-3 Wesley Foundation
826,Rutherford,19-2 New Vision Baptist Church
827,Rutherford,20-2 Blackman High School
857,Rutherford,7-1 New Heights Chapel
858,Rutherford,13-2 Cason Lane Academy
879,Rutherford,18-1 Patterson Park Community Center
794,Rutherford,17-1 North Boulevard Church of Christ
906,Rutherford,21-1 Hobgood Elementary School
907,Rutherford,21-2 BlackFox Elementary School
908,Rutherford,8-2 Eagleville Community Center
909,Rutherford,2-1 Lascassas Elementary School
910,Rutherford,12-3 LaVergne High School
911,Rutherford,3-1 Leanna Church of Christ
924,Rutherford,7-2 Barfield Elementary School
880,Rutherford,13-1 Bellwood-Bowdoin Pre-School
925,Rutherford,18-2 Riverdale High School
977,Rutherford,5-2 LaVergne Middle School
978,Rutherford,9-1 Stewarts Creek Elementary School
1762,Scott,2-2 Robbins
1756,Scott,2-1 Elgin
1751,Scott,6-1 Oneida
1750,Scott,7-1 West Oneida
1749,Scott,3-2 Paint Rock
1760,Scott,5-1 Pine Hill
1763,Scott,3-1 Huntsville
1246,Scott,5-2 Winfield
1761,Scott,4-1 Helenwood
1804,Scott,1-1 Fairview
1274,Sequatchie,9 Fredonia
1284,Sequatchie,7 City Justice Center
1273,Sequatchie,2 Cagle
1286,Sequatchie,3 Court House
1271,Sequatchie,5 Chapel Hill
1270,Sequatchie,8 Lone Oak
1269,Sequatchie,1 Lewis Chapel
1285,Sequatchie,4 Electric Co-op
1272,Sequatchie,6 Daus
1297,Sevier,Catons Chapel 2
1710,Sevier,Seymour Intm. Sch. 2
1711,Sevier,Seymour Primary Sch. 2
1564,Sevier,Pigeon Forge 2
1298,Sevier,Pittman Center 1
1333,Sevier,Kodak 2
1331,Sevier,Underwood 1
1322,Sevier,Kodak 1
1321,Sevier,Boyd's Creek 2
1320,Sevier,Catlettsburg 2
1319,Sevier,Walnut Grove 2
1318,Sevier,Middle School 2
1317,Sevier,Senior Citizens 2
1332,Sevier,Jones Cove 2
1307,Sevier,Whites 2
1305,Sevier,Waldens Creek 2
1304,Sevier,Wearwood 2
1303,Sevier,Gatlinburg 2
1302,Sevier,New Center 1
1301,Sevier,Harrisburg 2
1300,Sevier,Caton's Chapel 1
1299,Sevier,Jones Cove 1
1306,Sevier,DuPont 2
1334,Sevier,Catlettsburg 1
1725,Sevier,Sevierville Elementary
1278,Shelby,Collierville 6
1248,Shelby,Memphis 91-4
1345,Shelby,Collierville 3
1290,Shelby,Forest Hills 1
1288,Shelby,Cordova 5
1287,Shelby,Cordova 4
1342,Shelby,Collierville 8
1263,Shelby,Germantown 11
1351,Shelby,Bartlett 11
1352,Shelby,Bartlett 04
1353,Shelby,Bartlett 03
1357,Shelby,Collierville 5
1358,Shelby,Collierville 7
1359,Shelby,Collierville 2
1337,Shelby,Lucy 1
1336,Shelby,Lucy 3
1364,Shelby,Bartlett 08
1365,Shelby,Bartlett 13
1326,Shelby,Germantown 06
1280,Shelby,Forest Hills 2
1279,Shelby,Collierville 4
1291,Shelby,Forest Hills 3
1335,Shelby,Memphis 87-2
1344,Shelby,Collierville 1
1218,Shelby,Memphis 96-2
1189,Shelby,Memphis 87-4
1220,Shelby,Eads
1233,Shelby,Cordova 3
1168,Shelby,Brunswick 1
1210,Shelby,Germantown 12
1209,Shelby,Germantown 04
1167,Shelby,Lakeland 2
1208,Shelby,Germantown 03
1176,Shelby,Brunswick 2
1166,Shelby,Lakeland 1
1165,Shelby,Arlington 02
1177,Shelby,Bartlett 05
1207,Shelby,Germantown 05
1164,Shelby,Arlington 01
1206,Shelby,Bartlett 09
1205,Shelby,Bartlett 06
1192,Shelby,Germantown 10
1194,Shelby,Germantown 02
1193,Shelby,Germantown 08
1354,Shelby,Memphis 11
1339,Shelby,Memphis 20-3
1340,Shelby,Memphis 01
1341,Shelby,Memphis 02
1184,Shelby,Memphis 59-5
1179,Shelby,Memphis 46-2
1183,Shelby,Memphis 73-1
1182,Shelby,Memphis 58-4
1181,Shelby,Memphis 68-3
1180,Shelby,Memphis 57
1338,Shelby,McConnells
1175,Shelby,Memphis 66
1174,Shelby,Memphis 73-3
1355,Shelby,Memphis 21
1172,Shelby,Memphis 45-4
1151,Shelby,Memphis 71-4
1157,Shelby,Memphis 72-3
1158,Shelby,Memphis 70-1
1160,Shelby,Memphis 60-7
1308,Shelby,Memphis 69-2
1309,Shelby,Memphis 70-2
1295,Shelby,Memphis 34-2
1294,Shelby,Memphis 26
1313,Shelby,Memphis 50-2
1314,Shelby,Memphis 13
1173,Shelby,Memphis 74-5
1315,Shelby,Memphis 12
1161,Shelby,Memphis 60-5
1162,Shelby,Memphis 74-9
1323,Shelby,Memphis 72-7
1324,Shelby,Memphis 42-1
1327,Shelby,Memphis 31-2
1328,Shelby,Memphis 31-4
1329,Shelby,Memphis 60-9
1330,Shelby,Memphis 60-6
1169,Shelby,Memphis 17
1170,Shelby,Memphis 16-1
1316,Shelby,Memphis 50-1
1171,Shelby,Memphis 28
1296,Shelby,Memphis 49
1254,Shelby,Memphis 45-2
1251,Shelby,Memphis 37
1224,Shelby,Memphis 54
1223,Shelby,Memphis 53-1
1250,Shelby,Memphis 44-5
1356,Shelby,Memphis 41-3
1255,Shelby,Memphis 61
1256,Shelby,Memphis 47-1
1222,Shelby,Memphis 52-1
1221,Shelby,Memphis 36-1
1249,Shelby,Memphis 44-1
1226,Shelby,Memphis 67-3
1261,Shelby,Memphis 20-1
1262,Shelby,Memphis 16-3
1227,Shelby,Memphis 67-1
1253,Shelby,Memphis 58-1
1252,Shelby,Memphis 33
1239,Shelby,Memphis 74-1
1238,Shelby,Memphis 55-2
1237,Shelby,Memphis 64
1283,Shelby,Memphis 60-3
1236,Shelby,Memphis 68-1
1370,Shelby,Memphis 62
1240,Shelby,Memphis 74-2
1366,Shelby,Memphis 36-2
1235,Shelby,Memphis 95-8
1152,Shelby,Memphis 90-2
1153,Shelby,Millington 1
1154,Shelby,Millington 2
1156,Shelby,Memphis 84-2
1232,Shelby,Morning Sun 02
1159,Shelby,Memphis 92-1
1247,Shelby,Memphis 91-2
1293,Shelby,Ross Store 16
1155,Shelby,Memphis 83
1241,Shelby,Memphis 93-3
1190,Shelby,Memphis 81-1
1225,Shelby,Memphis 93-1
1191,Shelby,Memphis 80-2
1188,Shelby,Memphis 86
1282,Shelby,Memphis 77-1
1204,Shelby,Memphis 87-3
1281,Shelby,Memphis 76-4
1289,Shelby,Memphis 89-1
1178,Shelby,Memphis 90-3
1276,Shelby,Memphis 95-6
1275,Shelby,Memphis 95-7
1163,Shelby,Stewartville
1211,Shelby,Memphis 81-3
1217,Shelby,Memphis 95-1
1219,Shelby,Memphis 96-1
1267,Shelby,Memphis 76-6
1266,Shelby,Memphis 76-5
1265,Shelby,Memphis 77-3
1264,Shelby,Memphis 79-1
1260,Shelby,Memphis 91-1
1259,Shelby,Memphis 89-2
1292,Shelby,Ross Store 14
1212,Shelby,Memphis 81-7
1234,Shelby,Morning Sun 01
1277,Shelby,Memphis 95-5
1311,Shelby,Ross Store 05
1374,Shelby,Memphis 94-6
1373,Shelby,Ross Store 13
1372,Shelby,Memphis 94-3
1310,Shelby,Memphis 94-8
1371,Shelby,Memphis 94-7
1369,Shelby,Memphis 88-4
1367,Shelby,Memphis 88-3
1363,Shelby,Memphis 82-2
1362,Shelby,Memphis 75-11
1368,Shelby,Memphis 88-2
1360,Shelby,Memphis 75-7
1312,Shelby,Ross Store 15
1361,Shelby,Memphis 75-6
1343,Shelby,Collierville 9
1346,Shelby,Memphis 78-3
1325,Shelby,Memphis 81-5
1348,Shelby,Memphis 79-3
1349,Shelby,Memphis 79-2
1350,Shelby,Memphis 75-1
1347,Shelby,Memphis 79-7
1383,Smith,02 Tanglewood
1389,Smith,05 Gordonsville
1388,Smith,08 Elmwood
1387,Smith,07 South Carthage
1386,Smith,03 New Middleton
1385,Smith,04 Rock City
1384,Smith,01 Defeated
1382,Smith,06 Carthage
1380,Stewart,7-1 Cumberland City
1379,Stewart,6-1 County Library
1378,Stewart,4-1 Family Life Center
1377,Stewart,2-1 Big Rock
1376,Stewart,3-1 Bumpus Mills
1375,Stewart,5-1 Visitors Center
1381,Stewart,1-1 Indian Mound
1886,Sullivan,10A
1885,Sullivan,4A
1877,Sullivan,11A
1876,Sullivan,5C
1853,Sullivan,5A
1870,Sullivan,2A
1862,Sullivan,5B
1863,Sullivan,10B
1872,Sullivan,11B
1874,Sullivan,7C
1873,Sullivan,7A
1871,Sullivan,9B
1864,Sullivan,9A
1865,Sullivan,8A
1866,Sullivan,8B
1867,Sullivan,2C
1875,Sullivan,6C
1887,Sullivan,6B
1868,Sullivan,4B
1888,Sullivan,6A
1891,Sullivan,1A
1892,Sullivan,3A
1869,Sullivan,4C
1914,Sullivan,2B
1913,Sullivan,7B
1215,Sumner,301 Gallatin Civic Center
1203,Sumner,802 Hawkins Middle School
1200,Sumner,1203 White House Middle School
1198,Sumner,1101 Beech High School Annex
1197,Sumner,1102 Church of the Nazarene
1195,Sumner,1001 Walton Ferry Elementary
1216,Sumner,601 Vol State College
1187,Sumner,1201 Oakmont Elementary
1186,Sumner,404 Union Elementary
1185,Sumner,501 First Baptist Gallatin
1213,Sumner,101 Westmoreland Middle
1214,Sumner,1002 Merrol Hyde Magnet School
1196,Sumner,701 Whitten Elementary
1199,Sumner,1103 Millersville Community Center
1555,Sumner,901 Hendersonville High School
1229,Sumner,202 Portland High School
1444,Sumner,303 Creekside Fellowship
1445,Sumner,502 Guild Elementary
1446,Sumner,103 Corinth Church of Christ
1228,Sumner,203 Wiseman Elementary
1202,Sumner,703 Long Hollow Baptist Church
1554,Sumner,603 Jack Anderson Elementary
1201,Sumner,403 Cottontown Fire Hall
1230,Sumner,801 Brown Elementary
1231,Sumner,902 Indian Lake Elementary
1726,Sumner,602 Gallatin Sr. High School
1728,Sumner,401 Howard Elementary School
1727,Sumner,402 Station Camp High School
1453,Tipton,12 Munford
1455,Tipton,11 Atoka
1454,Tipton,06 Tipton West
1447,Tipton,03 S.E. Covington
1448,Tipton,01 N. E. Covington
1449,Tipton,19 Austin Peay
1450,Tipton,21 W. Wilkinsville
1452,Tipton,14 Southwest Tipton
1451,Tipton,22 Brighton
1482,Trousdale,1 Senior Center
1490,Trousdale,9 City
1489,Trousdale,8 Willard
1488,Trousdale,7 High School
1456,Trousdale,2 Cato
1480,Trousdale,4 Halltown
1483,Trousdale,10 Providence
1481,Trousdale,3 Beech Grove
1487,Trousdale,5 Templow
1484,Trousdale,6 Walnut Grove
1830,Unicoi,Love Chapel
1890,Unicoi,Fishery
1889,Unicoi,Flag Pond
1878,Unicoi,Unicoi
1824,Unicoi,Temple Hill
1879,Unicoi,Limestone Cove
1880,Unicoi,Rock Creek
1881,Unicoi,High School
1496,Union,3-2 Cedar Grove Community Cen.
1503,Union,5-13 Braden Chapel Church
1504,Union,5-10 Sharps Chapel Elementary
1497,Union,4-7 Big Ridge Elementary Sch.
1499,Union,7-1 Plainview Community Center
1495,Union,1-1 Union County High School
1494,Union,2-2 Luttrell Elementary School
1493,Union,3-3 Brock Community Center
1498,Union,6-6 Paulette Elementary School
1509,Van Buren,Cummingsville Community Cntr
1510,Van Buren,White Hill Community Cntr.
1508,Van Buren,Piney Fire Hall
1511,Van Buren,Spencer 1
