,COUNTY,NAME
1074,58,Recreation Center
1078,58,Cornersville
1574,59,Spring Hill Middle
1118,59,Highland
776,59,Culleoka
1150,59,Bear Creek
1116,59,St. Catherine
1115,59,Santa Fe
1114,59,Armory
1113,59,Theta
1112,59,Neapolis
1144,59,First Family
1145,59,Mt. Pleasant
1146,59,Hampshire
1147,59,College Hill
1148,59,Pleasant Heights
1149,59,Rally Hill
1730,59,Northfield
1731,59,Spring Hill
1705,59,CP Church
774,59,Riverside
775,59,Bigbyville
1117,59,West End
801,60,10 Tennessee College of Applied Technology
807,60,07 Calhoun School
806,60,15 Mountain View School
805,60,01 City Park School
799,60,12 North City School
800,60,09 Ingleside School
804,60,14 EK Baker School
777,60,04 Englewood School
835,60,13 Jones Chapel Family Life
778,60,11 McMinn Courthouse
779,60,08 Niota School
809,60,03 Central High School
803,60,05 Rogers Creek School
802,60,06 Riceville School
808,60,02 Etowah Community Center
1575,61,5 Ramer
848,61,5 East View
836,61,2 Adamsville
838,61,3 North East Selmer
839,61,1 McNairy
843,61,1 Finger
844,61,3 Leapwood
840,61,6 Courthouse SE
841,61,7 Michie
842,61,1 Bethel Springs
847,61,7 Stantonville
837,61,4 Rose Creek
845,61,3 Purdy
846,61,2 Lawton
850,61,4 North Selmer
849,61,5 Guys
868,62,4 Meigs North
866,62,3 City Hall
865,62,1 Eastview
864,62,2 Meigs South
863,62,3 Courthouse
867,62,5 Ten Mile
889,63,2 Broad Street School
887,63,14 Ballplay Fire Dept
886,63,9 Notchey Creek Fire Dept
885,63,4 Vonore Elementary School
888,63,1 Sweetwater High School
891,63,6 Madisonville Primary School
884,63,7 Sequoyah High School
883,63,10 Rural Vale Fire Dept
890,63,11 Tellico Community Center
872,63,12 Coker Creek School
871,63,3 Sweetwater Primary School
870,63,8 Vonore Community Center
869,63,5 Election Commission
987,64,9
966,64,8A
965,64,14
1053,64,20A
1054,64,16
1016,64,6B
1033,64,1A
1032,64,17
1031,64,4B
1018,64,19
1017,64,15
1015,64,21A
1014,64,5B
1013,64,20B
1006,64,2B
1005,64,11
1004,64,7
1034,64,8B
930,64,2A
990,64,1B
919,64,21B
892,64,12
988,64,3
915,64,13
929,64,18
989,64,10
917,64,6A
918,64,4A
916,64,5A
1035,65,5 Motlow College
1055,65,1 Masonic Lodge
1057,65,2 Moore County High School
1058,65,4 Public Library
1056,65,3 Moore County Building
1802,66,Sunbright 5-1
1748,66,Kelly's 6-1
1752,66,Burrville 5-2
1754,66,Deer Lodge 4-2
1755,66,Mossy Grove 6-3
1795,66,Oakdale High 2-1
1797,66,Wartburg 3-1
1798,66,Lancing 4-1
1799,66,Chestnut Ridge 4-3
1800,66,Coalfield 1-1
1806,66,Oakdale 2-2
1801,66,Petros 6-2
1082,67,7-2 Obion Co. Library
1089,67,5-2 Cloverdale
1088,67,6-2 Obion Senior Center
1120,67,3-4 Rives
1087,67,3-2 Kenton
1086,67,2-1 Eddie Cox Sr. Center
1121,67,4-1 Fair Grounds
1085,67,5-5 Samburg
1084,67,5-4 Hornbeak
1081,67,1-1 South Fulton
1083,67,2-4 Woodland
1119,67,6-1 Troy Senior Center
1125,68,2 Allons
1122,68,5 Fairgrounds
1128,68,3 Rushing Springs
1127,68,2 Monroe
1126,68,4 Rickman
1757,68,3 Poteet
1123,68,1 Livingston
1124,68,5 Hilham
1758,68,3 Wilson
782,69,101 Cedar Creek
1129,69,501 Perry Co. Courthouse
780,69,601 Lobelville City Hall
781,69,401 Brush Creek
1132,69,201 Pineview
1133,69,403 Lobelville Elem. School
1134,69,202 Pope
1131,69,301 Coon Creek
1130,69,102 Marsh Creek
783,69,302 Flatwoods
790,70,Bolestown
789,70,Moodyville
788,70,Travisville
787,70,Community Center
786,70,Chanute
784,70,High School
785,70,Oak Hill
791,70,Boom
810,70,Barnes Ridge
811,71,2 Greasy Creek Comm. Club
812,71,1B Chilhowee Middle Sch. Gym
818,71,2D Shiloh Baptist
813,71,1 Delano Lions Club
814,71,1A Polk County High School
1563,71,3 Community Center
815,71,2A Springtown Firehall
816,71,3B Turtletown
817,71,2C South Polk School
824,72,08E Buffalo Valley
876,72,05A Cookeville Community Center
1783,72,04A Burks Middle School
875,72,10B Sycamore
893,72,04B Monterey High School
874,72,10A Pavilion
856,72,02A Northeast Elementary
825,72,08D Boma
855,72,11A Bangham
854,72,12A Algood Inside
1566,72,12B Algood Outside
1565,72,08G Upperman
853,72,11B Cookeville High School
852,72,04C Poplar Grove Community Center
851,72,05F Dry Valley
819,72,06A Cane Creek
820,72,09B Double Springs
821,72,01A Capshaw
822,72,05C Prescott South
823,72,07D Twin Oak
873,72,03A University
877,72,07A Burgess Falls
894,73,8-1 Garrison
895,73,3-1 Wolf Creek
904,73,9-2 Waldens Ridge
903,73,1-2 Grandview
902,73,7-1 Frazier
901,73,6-1 Dayton West
900,73,3-2 Evensville North
899,73,1-1 Spring City North
898,73,4-1 Evensville South
897,73,2-1 Spring City South
896,73,9-1 Graysville
878,73,5-1 Dayton North
1759,74,Oliver Springs
1740,74,Kingston Ward 1
1739,74,Eureka
1738,74,Fairview
1737,74,Glen Alice
1735,74,Emory
1734,74,Kingston Ward 2
1733,74,Midtown
1732,74,South Harriman
1743,74,Rockwood Ward 1
1744,74,Emory Heights
1745,74,Orchard View
1746,74,Oak Hills
1747,74,Dyllis
1742,74,Lawnville
1702,74,Johnson School House
1736,74,Rockwood Ward 2
1741,74,Paw Paw
1961,74,Harriman Ward 1
922,74,Renfro
921,74,Cherokee
920,74,Midway
905,74,Cave Creek
923,74,Paint Rock
973,75,9-1 Robertson County Fair Assoc.
976,75,11-1 Westside School
931,75,1-1 East Robertson Elementary School
932,75,2-1 Robert F. Woodall Elementary School
933,75,3-2 White House Heritage HS
934,75,4-1 Watauga Elementary School
935,75,6-2 Mt. Sharon C.P. Church
974,75,10-1 South Haven Christian School
975,75,11-2 Heads Free Will Baptist Church
991,75,12-1 Bransford School
967,75,5-1 Greenbrier High School
968,75,7-1 Jo Byrns Elementary School
969,75,3-1 Ebenezer Baptist Church
970,75,8-2 H.A.T.S
971,75,8-1 Krisle School
972,75,8-3 Owens Chapel Fellowship Hall
936,75,6-1 Coopertown Middle School
937,75,7-2 Stroudsville Church of Christ
993,76,11-1 Smyrna Middle School
992,76,12-2 Smyrna Elementary School
980,76,8-1 Rockvale Middle School
1008,76,19-1 Creekmont General Baptist Church
1268,76,4-4 Bud's Tire
1258,76,12-1 TN National Guard Armory
1257,76,3-2 Old Jefferson Church of Christ
1136,76,15-1 John Pittard Elementary
1135,76,14-2 Siegel Elementary School
1091,76,14-1 Siegel Middle School
1090,76,16-1 Central Magnet School
1065,76,16-3 Lane Agri-Park
1007,76,10-2 Lifepoint Church
1064,76,2-2 Wilson Elementary School
1062,76,4-1 Kittrell Elementary School
1061,76,6-1 Whitworth-Buchannan Middle School
1060,76,6-2 Christiana Middle School
1059,76,10-1 Rock Springs Elementary School
1037,76,5-1 Cedar Grove Elementary School
1036,76,1-1 LaVergne Lake Elementary School
1020,76,9-2 Browns Chapel Elementary School
1019,76,11-2 StewartsboroElementary School
1063,76,2-3 Milton Fire Station
982,76,8-4 Crescent Church of Christ
981,76,8-3 Lebanon Campground Church
979,76,20-1 Blackman United Methodist Church
764,76,4-3 Oakland Middle School
765,76,4-2 North Boulevard Church of Christ
766,76,17-2 Kingwood Heights Church of Christ
792,76,15-2 Northfield Elementary School
793,76,16-2 Mitchell-Neilson Primary School
795,76,17-3 Wesley Foundation
826,76,19-2 New Vision Baptist Church
827,76,20-2 Blackman High School
857,76,7-1 New Heights Chapel
858,76,13-2 Cason Lane Academy
879,76,18-1 Patterson Park Community Center
794,76,17-1 North Boulevard Church of Christ
906,76,21-1 Hobgood Elementary School
907,76,21-2 BlackFox Elementary School
908,76,8-2 Eagleville Community Center
909,76,2-1 Lascassas Elementary School
910,76,12-3 LaVergne High School
911,76,3-1 Leanna Church of Christ
924,76,7-2 Barfield Elementary School
880,76,13-1 Bellwood-Bowdoin Pre-School
925,76,18-2 Riverdale High School
977,76,5-2 LaVergne Middle School
978,76,9-1 Stewarts Creek Elementary School
1762,77,2-2 Robbins
1756,77,2-1 Elgin
1751,77,6-1 Oneida
1750,77,7-1 West Oneida
1749,77,3-2 Paint Rock
1760,77,5-1 Pine Hill
1763,77,3-1 Huntsville
1246,77,5-2 Winfield
1761,77,4-1 Helenwood
1804,77,1-1 Fairview
1274,78,9 Fredonia
1284,78,7 City Justice Center
1273,78,2 Cagle
1286,78,3 Court House
1271,78,5 Chapel Hill
1270,78,8 Lone Oak
1269,78,1 Lewis Chapel
1285,78,4 Electric Co-op
1272,78,6 Daus
1297,79,Catons Chapel 2
1710,79,Seymour Intm. Sch. 2
1711,79,Seymour Primary Sch. 2
1564,79,Pigeon Forge 2
1298,79,Pittman Center 1
1333,79,Kodak 2
1331,79,Underwood 1
1322,79,Kodak 1
1321,79,Boyd's Creek 2
1320,79,Catlettsburg 2
1319,79,Walnut Grove 2
1318,79,Middle School 2
1317,79,Senior Citizens 2
1332,79,Jones Cove 2
1307,79,Whites 2
1305,79,Waldens Creek 2
1304,79,Wearwood 2
1303,79,Gatlinburg 2
1302,79,New Center 1
1301,79,Harrisburg 2
1300,79,Caton's Chapel 1
1299,79,Jones Cove 1
1306,79,DuPont 2
1334,79,Catlettsburg 1
1725,79,Sevierville Elementary
1278,80,Collierville 6
1248,80,Memphis 91-4
1345,80,Collierville 3
1290,80,Forest Hills 1
1288,80,Cordova 5
1287,80,Cordova 4
1342,80,Collierville 8
1263,80,Germantown 11
1351,80,Bartlett 11
1352,80,Bartlett 04
1353,80,Bartlett 03
1357,80,Collierville 5
1358,80,Collierville 7
1359,80,Collierville 2
1337,80,Lucy 1
1336,80,Lucy 3
1364,80,Bartlett 08
1365,80,Bartlett 13
1326,80,Germantown 06
1280,80,Forest Hills 2
1279,80,Collierville 4
1291,80,Forest Hills 3
1335,80,Memphis 87-2
1344,80,Collierville 1
1218,80,Memphis 96-2
1189,80,Memphis 87-4
1220,80,Eads
1233,80,Cordova 3
1168,80,Brunswick 1
1210,80,Germantown 12
1209,80,Germantown 04
1167,80,Lakeland 2
1208,80,Germantown 03
1176,80,Brunswick 2
1166,80,Lakeland 1
1165,80,Arlington 02
1177,80,Bartlett 05
1207,80,Germantown 05
1164,80,Arlington 01
1206,80,Bartlett 09
1205,80,Bartlett 06
1192,80,Germantown 10
1194,80,Germantown 02
1193,80,Germantown 08
1354,81,Memphis 11
1339,81,Memphis 20-3
1340,81,Memphis 01
1341,81,Memphis 02
1184,81,Memphis 59-5
1179,81,Memphis 46-2
1183,81,Memphis 73-1
1182,81,Memphis 58-4
1181,81,Memphis 68-3
1180,81,Memphis 57
1338,81,McConnells
1175,81,Memphis 66
1174,81,Memphis 73-3
1355,81,Memphis 21
1172,81,Memphis 45-4
1151,81,Memphis 71-4
1157,81,Memphis 72-3
1158,81,Memphis 70-1
1160,81,Memphis 60-7
1308,81,Memphis 69-2
1309,81,Memphis 70-2
1295,81,Memphis 34-2
1294,81,Memphis 26
1313,81,Memphis 50-2
1314,81,Memphis 13
1173,81,Memphis 74-5
1315,81,Memphis 12
1161,81,Memphis 60-5
1162,81,Memphis 74-9
1323,81,Memphis 72-7
1324,81,Memphis 42-1
1327,81,Memphis 31-2
1328,81,Memphis 31-4
1329,81,Memphis 60-9
1330,81,Memphis 60-6
1169,81,Memphis 17
1170,81,Memphis 16-1
1316,81,Memphis 50-1
1171,81,Memphis 28
1296,81,Memphis 49
1254,81,Memphis 45-2
1251,81,Memphis 37
1224,81,Memphis 54
1223,81,Memphis 53-1
1250,81,Memphis 44-5
1356,81,Memphis 41-3
1255,81,Memphis 61
1256,81,Memphis 47-1
1222,81,Memphis 52-1
1221,81,Memphis 36-1
1249,81,Memphis 44-1
1226,81,Memphis 67-3
1261,81,Memphis 20-1
1262,81,Memphis 16-3
1227,81,Memphis 67-1
1253,81,Memphis 58-1
1252,81,Memphis 33
1239,81,Memphis 74-1
1238,81,Memphis 55-2
1237,81,Memphis 64
1283,81,Memphis 60-3
1236,81,Memphis 68-1
1370,81,Memphis 62
1240,81,Memphis 74-2
1366,81,Memphis 36-2
1235,82,Memphis 95-8
1152,82,Memphis 90-2
1153,82,Millington 1
1154,82,Millington 2
1156,82,Memphis 84-2
1232,82,Morning Sun 02
1159,82,Memphis 92-1
1247,82,Memphis 91-2
1293,82,Ross Store 16
1155,82,Memphis 83
1241,82,Memphis 93-3
1190,82,Memphis 81-1
1225,82,Memphis 93-1
1191,82,Memphis 80-2
1188,82,Memphis 86
1282,82,Memphis 77-1
1204,82,Memphis 87-3
1281,82,Memphis 76-4
1289,82,Memphis 89-1
1178,82,Memphis 90-3
1276,82,Memphis 95-6
1275,82,Memphis 95-7
1163,82,Stewartville
1211,82,Memphis 81-3
1217,82,Memphis 95-1
1219,82,Memphis 96-1
1267,82,Memphis 76-6
1266,82,Memphis 76-5
1265,82,Memphis 77-3
1264,82,Memphis 79-1
1260,82,Memphis 91-1
1259,82,Memphis 89-2
1292,82,Ross Store 14
1212,82,Memphis 81-7
1234,82,Morning Sun 01
1277,82,Memphis 95-5
1311,82,Ross Store 05
1374,82,Memphis 94-6
1373,82,Ross Store 13
1372,82,Memphis 94-3
1310,82,Memphis 94-8
1371,82,Memphis 94-7
1369,82,Memphis 88-4
1367,82,Memphis 88-3
1363,82,Memphis 82-2
1362,82,Memphis 75-11
1368,82,Memphis 88-2
1360,82,Memphis 75-7
1312,82,Ross Store 15
1361,82,Memphis 75-6
1343,82,Collierville 9
1346,82,Memphis 78-3
1325,82,Memphis 81-5
1348,82,Memphis 79-3
1349,82,Memphis 79-2
1350,82,Memphis 75-1
1347,82,Memphis 79-7
1383,83,02 Tanglewood
1389,83,05 Gordonsville
1388,83,08 Elmwood
1387,83,07 South Carthage
1386,83,03 New Middleton
1385,83,04 Rock City
1384,83,01 Defeated
1382,83,06 Carthage
1380,84,7-1 Cumberland City
1379,84,6-1 County Library
1378,84,4-1 Family Life Center
1377,84,2-1 Big Rock
1376,84,3-1 Bumpus Mills
1375,84,5-1 Visitors Center
1381,84,1-1 Indian Mound
1886,85,10A
1885,85,4A
1877,85,11A
1876,85,5C
1853,85,5A
1870,85,2A
1862,85,5B
1863,85,10B
1872,85,11B
1874,85,7C
1873,85,7A
1871,85,9B
1864,85,9A
1865,85,8A
1866,85,8B
1867,85,2C
1875,85,6C
1887,85,6B
1868,85,4B
1888,85,6A
1891,85,1A
1892,85,3A
1869,85,4C
1914,85,2B
1913,85,7B
1215,86,301 Gallatin Civic Center
1203,86,802 Hawkins Middle School
1200,86,1203 White House Middle School
1198,86,1101 Beech High School Annex
1197,86,1102 Church of the Nazarene
1195,86,1001 Walton Ferry Elementary
1216,86,601 Vol State College
1187,86,1201 Oakmont Elementary
1186,86,404 Union Elementary
1185,86,501 First Baptist Gallatin
1213,86,101 Westmoreland Middle
1214,86,1002 Merrol Hyde Magnet School
1196,86,701 Whitten Elementary
1199,86,1103 Millersville Community Center
1555,86,901 Hendersonville High School
1229,86,202 Portland High School
1444,86,303 Creekside Fellowship
1445,86,502 Guild Elementary
1446,86,103 Corinth Church of Christ
1228,86,203 Wiseman Elementary
1202,86,703 Long Hollow Baptist Church
1554,86,603 Jack Anderson Elementary
1201,86,403 Cottontown Fire Hall
1230,86,801 Brown Elementary
1231,86,902 Indian Lake Elementary
1726,86,602 Gallatin Sr. High School
1728,86,401 Howard Elementary School
1727,86,402 Station Camp High School
1453,87,12 Munford
1455,87,11 Atoka
1454,87,06 Tipton West
1447,87,03 S.E. Covington
1448,87,01 N. E. Covington
1449,87,19 Austin Peay
1450,87,21 W. Wilkinsville
1452,87,14 Southwest Tipton
1451,87,22 Brighton
1482,88,1 Senior Center
1490,88,9 City
1489,88,8 Willard
1488,88,7 High School
1456,88,2 Cato
1480,88,4 Halltown
1483,88,10 Providence
1481,88,3 Beech Grove
1487,88,5 Templow
1484,88,6 Walnut Grove
1830,89,Love Chapel
1890,89,Fishery
1889,89,Flag Pond
1878,89,Unicoi
1824,89,Temple Hill
1879,89,Limestone Cove
1880,89,Rock Creek
1881,89,High School
1496,90,3-2 Cedar Grove Community Cen.
1503,90,5-13 Braden Chapel Church
1504,90,5-10 Sharps Chapel Elementary
1497,90,4-7 Big Ridge Elementary Sch.
1499,90,7-1 Plainview Community Center
1495,90,1-1 Union County High School
1494,90,2-2 Luttrell Elementary School
1493,90,3-3 Brock Community Center
1498,90,6-6 Paulette Elementary School
1509,91,Cummingsville Community Cntr
1510,91,White Hill Community Cntr.
1508,91,Piney Fire Hall
1511,91,Spencer 1
1506,91,Fall Creek Falls Comm. Center
1505,91,Spencer 5
1507,91,Cedar Grove Community Cntr.
1528,92,02-2 Warren County Airport
1517,92,12-2 Lucky Community Center
1538,92,09-1 Morrison Ruritan Club
1536,92,10-2 Centertown Comm. Ctr.
1535,92,06-1 Caney Fork Electric Auditorium
1532,92,03-1 Westwood Church of Christ
1533,92,08-1 Shellsford Baptist Church
1534,92,05-1 Three Star Mall
1537,92,09-2 Viola Valley Comm. Center
1539,92,03-2 Smartt First Baptist Church
1549,92,01-1 Christ Community Church
1548,92,12-1 Warren Co. Highway Dept
1516,92,11-2 Hwy 56 N Church of Christ
1518,92,10-1 Centertown United Methodist Church
1515,92,04-1 TSU Nursery Res. Center
1513,92,11-1 Midway Community Center
1514,92,07-1 Friendship The Baptist Church
1512,92,08-3 Bonner Church of Christ
1522,92,02-1 Courthouse
1521,92,05-2 Chamber of Commerce
1845,93,Courthouse
1846,93,New Victory
1843,93,Grace West
1847,93,Boones Creek East
1848,93,Fall Branch
1849,93,Bowmantown
1841,93,Harmony
1844,93,Visitor's Center
1854,93,Henry Johnson 6
1855,93,Gray County
1856,93,Gray City
1857,93,Boones Creek West
1858,93,Indian Trail City
1859,93,South Side
1860,93,Carver
1861,93,Town Acres County
1960,93,Princeton
1840,93,New Salem
1850,93,Boones Creek City
1839,93,Woodland
1833,93,Henry Johnson 7
1837,93,Sulphur Springs
1838,93,Asbury
1952,93,South Central 7
1825,93,Grace East
1954,93,South Central 6
1827,93,Keystone
1828,93,Lake Ridge
1829,93,Embreeville
1826,93,Grace City
1832,93,Town Acres City
1834,93,Fairmont
1835,93,Fairhaven
1836,93,Boones Creek Central
1831,93,Lamar
1410,94,3 Eagle Creek Fire Hall
1423,94,5 Big Cypress
1411,94,4 Shawnatee
1409,94,5 Lutts
1412,94,6 Southgate Fire Hall
1418,94,7 Buffalo River Fire Dept.
1419,94,7 Ovilla Fire Hall
1420,94,1 Waynesboro City
1421,94,5 Woodman Building
1424,94,2 Clifton
1422,94,3 Crazy Horse
1426,94,4 Collinwood City
1427,94,6 Holly Creek Fire Hall
1425,94,3 Beech Creek Fire Hall
1437,95,03 Greenfield First Baptist Church
1438,95,09 Dresden First United Methodist Church
1439,95,07 Martin Shepardsfield Church
1436,95,06 Martin Trinity Presbyterian Church
1432,95,02 Gleason Community Building
1431,95,01A Palmersville Fire Station
1430,95,01B Latham Vol. Fire Dept.
1433,95,04 Sharon First Baptist Church
1428,95,08 Martin First United Methodist Church
1429,95,05  Martin Church of Christ
1459,96,"6-1 Central View School, County"
1464,96,"7-1 Northfield School, County"
1465,96,"1-2 Sparta Civic Center, County"
1441,96,"1-1 Sparta Civic Center, City"
1440,96,"4-1 Woodland Park School, County"
1457,96,"5-1 Doyle Civic Center Hall, County"
1458,96,"6-2 Cassville School, County"
1463,96,"3-1 Ag Fair Complex, County"
1460,96,"2-2 Woodland Park School, County"
1461,96,"2-1 Ag Fair Complex, City"
1462,96,"4-2 Bondecroft School, County"
1393,97,4-3 Franklin Christian Church
1390,97,6-2 Brentwood Safety Center
1391,97,4-1 Prairie Life Fitness Center
1392,97,4-2 Millview Church of Christ
1394,97,5-2 Nolensville Methodist Church
1466,97,6-3 Holy Family Catholic Church
1540,97,2-5 Conduit Church
1544,97,3-1 Heritage Elementary School
1543,97,1-4 Burwood Community Center
1542,97,9-4 Grace Chapel Church
1541,97,5-3 Triune Baptist Church
1471,97,1-2 Fairview Recreation Center
1472,97,9-2 Benton Hall School
1473,97,5-4 Nolensville Baptist Church
1474,97,9-5 Independence High School
1467,97,11-3 Winstead Elementary School
1500,97,10-1 Franklin Recreation Complex
1492,97,7-1 Brenthaven Church
1491,97,7-2 Baptist Children's Home
1525,97,8-2 First Presbyterian Church
1526,97,8-1 Grassland Middle School
1527,97,1-5 The Church of Spring Hill
1531,97,2-1 Bethesda Recreation Center
1530,97,2-3 Oakview Elementary School
1529,97,12-2 The Church of the City-Franklin
1485,97,6-1 Brentwood Library
1545,97,2-4 College Grove Community Center
1486,97,7-3 New Hope Community Church
1547,97,1-3 Old Pinewood School
1553,97,12-3 The Gate Community Church
1552,97,3-3 Chapman's Retreat Elementary School
1551,97,2-2 Thompson Station Baptist Church
1468,97,11-1 Franklin Elementary School
1469,97,9-3 Westhaven Clubhouse
1470,97,1-1 Westwood Elementary School
1519,97,8-3 Episcopal Church
1546,97,3-2 Longview Recreation Center
1523,97,10-3 Hunter's Bend Elementary School
1520,97,9-1 Walnut Grove Elementary School
1550,97,12-1 Franklin Community of Faith Church
1502,97,11-2 Robert Ring Indoor Soccer Complex
1501,97,10-2 Liberty Elementary School
1524,97,5-1 Sunset Elementary School
1408,98,24-1
1417,98,18-1
1416,98,5-1
1415,98,21-1
1413,98,19-1
1414,98,6-1
1407,98,17-1
1406,98,23-1
1401,98,9-2
1435,98,2-1
1478,98,12-2
1402,98,7-1
1403,98,21-2
1400,98,4-1
1399,98,25-1
1398,98,22-1
1397,98,12-1
1396,98,14-1
1395,98,3-1
1479,98,4-2
1709,98,8-1
1707,98,13-1
1404,98,15-1
1443,98,11-1
1442,98,10-1
1434,98,1-1
1475,98,25-2
1476,98,9-1
1477,98,7-2
1708,98,16-1
1405,98,20-1
