,County,Precinct,G16PRERTRU,G16PREDCLI,G16PRELJOH,G16PREGSTE,G16PREISMI,G16PREIKEN,G16PREIFUE,G16PREOWRI,COUNTYFP
287,Cumberland,4 Bakers,542,95.0,8.0,3.0,0.0,1.0,1.0,2.0,035
288,Cumberland,4 Oak Hill,963,200.0,25.0,3.0,2.0,2.0,1.0,0.0,035
289,Cumberland,5 Lantana,587,163.0,21.0,3.0,0.0,0.0,1.0,0.0,035
290,Cumberland,5 Vandever,648,98.0,13.0,4.0,1.0,0.0,1.0,3.0,035
291,Cumberland,5 Tansi,1384,328.0,26.0,2.0,4.0,1.0,4.0,0.0,035
292,Cumberland,6 Crab Orchard,384,72.0,6.0,5.0,1.0,1.0,2.0,1.0,035
293,Cumberland,6 Chestnut Hill,702,175.0,15.0,3.0,4.0,0.0,2.0,0.0,035
294,Cumberland,6 Ozone-Pineview,488,116.0,11.0,0.0,0.0,0.0,0.0,3.0,035
295,Cumberland,6 Grassy Cove,309,57.0,9.0,1.0,1.0,0.0,1.0,1.0,035
296,Cumberland,7 Rinnie,385,41.0,4.0,2.0,0.0,0.0,0.0,1.0,035
297,Cumberland,7 Woody,897,135.0,24.0,3.0,1.0,0.0,0.0,2.0,035
298,Cumberland,7 Mayland,820,160.0,16.0,6.0,2.0,1.0,1.0,0.0,035
299,Cumberland,8 Pleasant Hill,621,269.0,15.0,3.0,1.0,2.0,1.0,2.0,035
300,Cumberland,8 Pomona,1086,209.0,13.0,6.0,2.0,0.0,1.0,4.0,035
301,Cumberland,8 Midway,219,32.0,4.0,2.0,1.0,0.0,1.0,0.0,035
302,Cumberland,9 Fairfield North,1978,655.0,34.0,2.0,3.0,3.0,4.0,1.0,035
303,Cumberland,9 Fairfield South,2195,918.0,54.0,9.0,8.0,6.0,6.0,1.0,035
304,Cumberland,Early Voting - Write-Ins,0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,035
305,Davidson,01-1,1436,581.0,55.0,15.0,5.0,5.0,5.0,10.0,037
306,Davidson,01-2,302,157.0,12.0,3.0,1.0,0.0,2.0,0.0,037
307,Davidson,01-3,289,3194.0,32.0,28.0,4.0,2.0,8.0,1.0,037
308,Davidson,01-4,209,86.0,12.0,3.0,1.0,0.0,0.0,3.0,037
309,Davidson,01-5,33,1162.0,11.0,6.0,0.0,2.0,4.0,2.0,037
310,Davidson,02-1,36,1886.0,9.0,6.0,1.0,5.0,5.0,1.0,037
311,Davidson,02-2,91,1663.0,15.0,8.0,1.0,3.0,4.0,1.0,037
312,Davidson,02-3,44,355.0,2.0,3.0,0.0,0.0,0.0,0.0,037
313,Davidson,02-4,52,1009.0,9.0,9.0,1.0,1.0,0.0,0.0,037
314,Davidson,02-5,87,755.0,8.0,7.0,0.0,6.0,3.0,1.0,037
315,Davidson,03-1,627,225.0,19.0,4.0,0.0,0.0,1.0,4.0,037
316,Davidson,03-2,106,77.0,3.0,0.0,0.0,0.0,0.0,1.0,037
317,Davidson,03-3,126,392.0,21.0,7.0,1.0,2.0,0.0,2.0,037
318,Davidson,03-4,569,1986.0,53.0,17.0,15.0,4.0,0.0,4.0,037
319,Davidson,03-5,103,2109.0,20.0,15.0,4.0,4.0,4.0,2.0,037
320,Davidson,03-6,218,741.0,17.0,9.0,4.0,0.0,2.0,2.0,037
321,Davidson,04-1,1966,1530.0,170.0,32.0,5.0,3.0,3.0,23.0,037
322,Davidson,04-2,439,701.0,72.0,12.0,3.0,1.0,4.0,10.0,037
323,Davidson,04-3,700,482.0,37.0,9.0,3.0,1.0,1.0,6.0,037
324,Davidson,04-4,1671,1524.0,138.0,23.0,8.0,1.0,8.0,8.0,037
325,Davidson,05-1,122,571.0,14.0,10.0,2.0,0.0,3.0,0.0,037
326,Davidson,05-2,190,1516.0,71.0,35.0,3.0,2.0,4.0,5.0,037
327,Davidson,05-3,110,497.0,26.0,19.0,1.0,0.0,4.0,4.0,037
328,Davidson,05-4,39,623.0,10.0,9.0,2.0,1.0,1.0,4.0,037
329,Davidson,05-5,126,1305.0,64.0,24.0,3.0,2.0,1.0,5.0,037
330,Davidson,06-1,161,1108.0,77.0,23.0,2.0,3.0,3.0,2.0,037
331,Davidson,06-2,323,1599.0,103.0,32.0,3.0,0.0,2.0,11.0,037
332,Davidson,06-3,116,834.0,30.0,11.0,1.0,4.0,6.0,3.0,037
333,Davidson,06-4,348,1351.0,97.0,40.0,7.0,3.0,4.0,7.0,037
334,Davidson,06-5,185,1216.0,49.0,32.0,2.0,3.0,3.0,9.0,037
335,Davidson,07-1,283,1002.0,57.0,20.0,1.0,1.0,2.0,2.0,037
336,Davidson,07-2,313,878.0,35.0,23.0,1.0,2.0,3.0,9.0,037
337,Davidson,07-3,137,1217.0,65.0,13.0,4.0,2.0,1.0,2.0,037
338,Davidson,07-4,325,1123.0,76.0,29.0,1.0,0.0,1.0,14.0,037
339,Davidson,07-5,386,829.0,61.0,12.0,7.0,0.0,0.0,6.0,037
340,Davidson,07-6,330,687.0,35.0,13.0,3.0,4.0,4.0,0.0,037
341,Davidson,08-1,124,809.0,19.0,16.0,0.0,3.0,0.0,5.0,037
342,Davidson,08-2,216,765.0,30.0,13.0,0.0,2.0,0.0,3.0,037
343,Davidson,08-3,743,1484.0,74.0,31.0,5.0,1.0,6.0,9.0,037
344,Davidson,08-4,641,1008.0,39.0,16.0,4.0,5.0,5.0,7.0,037
345,Davidson,09-1,429,1117.0,49.0,13.0,4.0,0.0,1.0,2.0,037
346,Davidson,09-2,296,628.0,22.0,14.0,2.0,1.0,1.0,0.0,037
347,Davidson,09-3,779,1617.0,43.0,19.0,3.0,3.0,4.0,4.0,037
348,Davidson,10-1,507,187.0,17.0,0.0,3.0,0.0,2.0,1.0,037
349,Davidson,10-2,164,51.0,8.0,3.0,0.0,0.0,0.0,0.0,037
350,Davidson,10-3,854,715.0,52.0,6.0,3.0,3.0,5.0,5.0,037
351,Davidson,10-4,846,1204.0,40.0,17.0,3.0,4.0,3.0,12.0,037
352,Davidson,10-5,255,521.0,20.0,8.0,4.0,0.0,1.0,2.0,037
353,Davidson,10-6,341,430.0,26.0,9.0,2.0,2.0,1.0,3.0,037
354,Davidson,11-1,1373,1151.0,110.0,21.0,9.0,2.0,7.0,14.0,037
355,Davidson,11-2,1673,897.0,93.0,12.0,4.0,6.0,4.0,8.0,037
356,Davidson,11-3,519,517.0,31.0,9.0,5.0,1.0,3.0,0.0,037
357,Davidson,11-4,484,518.0,42.0,12.0,4.0,2.0,1.0,2.0,037
358,Davidson,12-1,915,786.0,70.0,15.0,7.0,1.0,6.0,11.0,037
359,Davidson,12-2,1793,1379.0,138.0,17.0,14.0,2.0,2.0,14.0,037
360,Davidson,12-3,586,767.0,53.0,11.0,5.0,3.0,7.0,2.0,037
361,Davidson,12-4,798,843.0,67.0,18.0,8.0,1.0,2.0,4.0,037
362,Davidson,12-5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,037
363,Davidson,13-1,339,808.0,46.0,26.0,0.0,2.0,4.0,3.0,037
364,Davidson,13-2,171,256.0,23.0,5.0,3.0,1.0,1.0,0.0,037
365,Davidson,13-3,1182,1597.0,126.0,27.0,5.0,5.0,9.0,5.0,037
366,Davidson,13-4,105,113.0,11.0,3.0,0.0,0.0,0.0,0.0,037
367,Davidson,14-1,945,1167.0,93.0,21.0,11.0,5.0,4.0,3.0,037
368,Davidson,14-2,1126,846.0,72.0,26.0,5.0,5.0,5.0,7.0,037
369,Davidson,14-3,160,310.0,23.0,8.0,1.0,4.0,0.0,0.0,037
370,Davidson,14-4,6,27.0,1.0,0.0,0.0,0.0,0.0,1.0,037
371,Davidson,14-5,703,853.0,91.0,25.0,4.0,3.0,4.0,5.0,037
372,Davidson,15-1,1208,1209.0,109.0,28.0,8.0,0.0,7.0,4.0,037
373,Davidson,15-2,811,717.0,93.0,16.0,7.0,2.0,2.0,9.0,037
374,Davidson,15-3,972,813.0,88.0,28.0,9.0,0.0,6.0,6.0,037
375,Davidson,15-4,440,520.0,54.0,13.0,5.0,1.0,2.0,3.0,037
376,Davidson,15-5,20,96.0,2.0,4.0,1.0,0.0,0.0,1.0,037
377,Davidson,16-1,187,405.0,21.0,10.0,1.0,1.0,0.0,2.0,037
378,Davidson,16-2,156,242.0,12.0,7.0,1.0,0.0,3.0,2.0,037
379,Davidson,16-3,1068,2057.0,202.0,57.0,14.0,9.0,10.0,20.0,037
380,Davidson,16-4,106,218.0,17.0,8.0,0.0,0.0,0.0,2.0,037
381,Davidson,16-5,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,037
382,Davidson,17-1,186,1053.0,50.0,18.0,6.0,2.0,5.0,13.0,037
383,Davidson,17-2,116,603.0,22.0,11.0,1.0,2.0,4.0,2.0,037
384,Davidson,17-3,114,670.0,29.0,14.0,2.0,1.0,1.0,2.0,037
385,Davidson,17-4,375,1316.0,102.0,21.0,3.0,1.0,2.0,24.0,037
386,Davidson,17-5,116,202.0,33.0,6.0,1.0,1.0,0.0,0.0,037
387,Davidson,17-6,233,355.0,25.0,13.0,4.0,2.0,2.0,7.0,037
388,Davidson,17-7,143,460.0,22.0,7.0,0.0,0.0,1.0,5.0,037
389,Davidson,18-1,12,113.0,8.0,1.0,1.0,0.0,0.0,0.0,037
390,Davidson,18-2,150,578.0,29.0,7.0,2.0,0.0,1.0,5.0,037
391,Davidson,18-3,443,1809.0,135.0,22.0,2.0,2.0,2.0,20.0,037
392,Davidson,18-4,360,1406.0,69.0,24.0,7.0,1.0,4.0,15.0,037
393,Davidson,18-5,22,55.0,2.0,0.0,0.0,0.0,0.0,0.0,037
394,Davidson,19-1,716,1172.0,116.0,28.0,2.0,4.0,2.0,8.0,037
395,Davidson,19-2,258,1026.0,75.0,16.0,1.0,1.0,2.0,3.0,037
396,Davidson,19-3,78,982.0,26.0,21.0,1.0,1.0,1.0,2.0,037
397,Davidson,19-4,279,739.0,70.0,8.0,3.0,1.0,4.0,4.0,037
398,Davidson,19-5,38,470.0,4.0,3.0,0.0,1.0,0.0,1.0,037
399,Davidson,19-6,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,037
400,Davidson,20-1,11,67.0,0.0,1.0,0.0,0.0,0.0,0.0,037
401,Davidson,20-2,374,759.0,99.0,22.0,2.0,2.0,3.0,8.0,037
402,Davidson,20-3,1214,1927.0,163.0,59.0,9.0,5.0,7.0,12.0,037
403,Davidson,21-1,15,1254.0,5.0,12.0,3.0,1.0,2.0,0.0,037
404,Davidson,21-2,139,1642.0,26.0,11.0,13.0,4.0,1.0,7.0,037
405,Davidson,21-3,62,892.0,24.0,11.0,1.0,3.0,4.0,5.0,037
406,Davidson,21-4,412,932.0,121.0,22.0,2.0,0.0,2.0,11.0,037
407,Davidson,22-1,845,750.0,67.0,13.0,4.0,3.0,2.0,4.0,037
408,Davidson,22-2,1140,1519.0,144.0,37.0,7.0,2.0,1.0,21.0,037
409,Davidson,22-3,1395,1296.0,109.0,20.0,3.0,1.0,3.0,9.0,037
410,Davidson,22-4,479,567.0,58.0,15.0,2.0,0.0,5.0,2.0,037
411,Davidson,23-1,1316,1255.0,116.0,18.0,3.0,5.0,1.0,14.0,037
412,Davidson,23-2,943,1430.0,115.0,25.0,8.0,2.0,2.0,2.0,037
413,Davidson,23-3,975,1122.0,114.0,17.0,4.0,0.0,4.0,10.0,037
414,Davidson,23-4,1024,627.0,107.0,4.0,0.0,0.0,2.0,0.0,037
415,Davidson,23-5,22,18.0,3.0,0.0,0.0,0.0,0.0,0.0,037
416,Davidson,24-1,570,1488.0,128.0,28.0,7.0,2.0,3.0,21.0,037
417,Davidson,24-2,516,845.0,71.0,22.0,7.0,1.0,5.0,10.0,037
418,Davidson,24-3,398,683.0,57.0,10.0,1.0,0.0,0.0,8.0,037
419,Davidson,24-4,145,561.0,57.0,14.0,2.0,0.0,0.0,15.0,037
420,Davidson,24-5,416,943.0,78.0,13.0,1.0,0.0,0.0,11.0,037
421,Davidson,24-6,956,1334.0,125.0,17.0,6.0,4.0,2.0,11.0,037
422,Davidson,25-1,969,1381.0,149.0,11.0,2.0,0.0,3.0,16.0,037
423,Davidson,25-2,957,1093.0,95.0,13.0,2.0,1.0,0.0,17.0,037
424,Davidson,25-3,1111,1406.0,123.0,15.0,3.0,1.0,6.0,15.0,037
425,Davidson,25-4,532,1153.0,132.0,21.0,7.0,0.0,0.0,17.0,037
426,Davidson,26-1,301,982.0,25.0,10.0,7.0,0.0,2.0,0.0,037
427,Davidson,26-2,878,868.0,100.0,11.0,5.0,0.0,0.0,20.0,037
428,Davidson,26-3,950,1217.0,140.0,19.0,12.0,7.0,8.0,8.0,037
429,Davidson,26-4,423,339.0,61.0,6.0,3.0,1.0,0.0,11.0,037
430,Davidson,27-1,604,945.0,66.0,20.0,6.0,1.0,7.0,9.0,037
431,Davidson,27-2,728,895.0,125.0,20.0,7.0,1.0,1.0,19.0,037
432,Davidson,27-3,835,913.0,118.0,24.0,4.0,3.0,4.0,18.0,037
433,Davidson,28-1,503,1343.0,43.0,13.0,7.0,4.0,8.0,5.0,037
434,Davidson,28-2,299,1119.0,25.0,9.0,5.0,4.0,3.0,0.0,037
435,Davidson,28-3,326,754.0,26.0,7.0,1.0,4.0,2.0,1.0,037
436,Davidson,29-1,268,556.0,26.0,6.0,3.0,0.0,0.0,0.0,037
437,Davidson,29-2,553,1312.0,57.0,18.0,10.0,3.0,5.0,2.0,037
438,Davidson,29-3,192,717.0,16.0,6.0,1.0,0.0,1.0,0.0,037
439,Davidson,29-4,899,1810.0,79.0,18.0,9.0,2.0,2.0,8.0,037
440,Davidson,30-1,271,516.0,29.0,21.0,5.0,1.0,2.0,4.0,037
441,Davidson,30-2,314,610.0,29.0,7.0,4.0,3.0,3.0,6.0,037
442,Davidson,30-3,183,253.0,14.0,9.0,1.0,0.0,1.0,2.0,037
443,Davidson,30-4,408,770.0,34.0,14.0,8.0,1.0,2.0,4.0,037
444,Davidson,31-1,185,597.0,28.0,13.0,3.0,2.0,2.0,2.0,037
445,Davidson,31-2,486,1007.0,71.0,13.0,3.0,4.0,2.0,5.0,037
446,Davidson,31-3,1137,1394.0,166.0,24.0,10.0,7.0,3.0,23.0,037
447,Davidson,31-4,1578,1543.0,130.0,24.0,7.0,4.0,4.0,22.0,037
448,Davidson,32-1,353,1794.0,34.0,18.0,5.0,3.0,4.0,2.0,037
449,Davidson,32-2,68,487.0,13.0,5.0,2.0,1.0,0.0,0.0,037
450,Davidson,32-3,363,1078.0,48.0,17.0,1.0,4.0,2.0,5.0,037
451,Davidson,32-4,256,1137.0,37.0,18.0,3.0,3.0,4.0,2.0,037
452,Davidson,33-1,188,67.0,10.0,1.0,1.0,1.0,1.0,0.0,037
453,Davidson,33-2,792,1715.0,49.0,22.0,5.0,5.0,6.0,2.0,037
454,Davidson,33-3,887,2491.0,68.0,32.0,7.0,8.0,3.0,5.0,037
455,Davidson,33-4,344,578.0,20.0,8.0,2.0,0.0,2.0,3.0,037
456,Davidson,34-1,1149,1276.0,134.0,16.0,1.0,1.0,0.0,11.0,037
457,Davidson,34-2,298,212.0,45.0,2.0,0.0,1.0,2.0,4.0,037
458,Davidson,34-3,1506,1268.0,134.0,20.0,9.0,2.0,1.0,7.0,037
459,Davidson,34-4,850,793.0,63.0,8.0,1.0,4.0,2.0,3.0,037
460,Davidson,34-5,1134,972.0,106.0,19.0,4.0,0.0,2.0,10.0,037
461,Davidson,35-1,1231,912.0,117.0,15.0,4.0,3.0,4.0,5.0,037
462,Davidson,35-2,327,176.0,11.0,7.0,1.0,0.0,0.0,1.0,037
463,Davidson,35-3,1976,1981.0,185.0,40.0,11.0,2.0,2.0,11.0,037
464,Davidson,35-4,1097,979.0,94.0,17.0,5.0,3.0,2.0,12.0,037
465,Davidson,Absentee,2194,3913.0,212.0,58.0,37.0,7.0,10.0,22.0,037
466,Davidson,Early Voting - Write-Ins,0,0.0,0.0,0.0,0.0,0.0,0.0,1277.0,037
467,Davidson,Provisional - Write-Ins,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,037
468,Decatur,1-1 Dunbar,456,133.0,11.0,3.0,2.0,1.0,0.0,3.0,039
469,Decatur,2-1 Liberty,134,26.0,3.0,0.0,1.0,0.0,0.0,0.0,039
470,Decatur,2-2 Scotts Hill,249,49.0,3.0,1.0,1.0,1.0,1.0,0.0,039
471,Decatur,3-1 Beacon,88,7.0,2.0,0.0,0.0,0.0,0.0,0.0,039
472,Decatur,3-2 Decaturville,307,98.0,6.0,2.0,2.0,0.0,1.0,0.0,039
473,Decatur,4-1 Decaturville,443,154.0,10.0,1.0,0.0,1.0,0.0,1.0,039
474,Decatur,5-1 Parsons,311,106.0,7.0,2.0,0.0,0.0,1.0,2.0,039
475,Decatur,6-1 Parsons,329,70.0,6.0,4.0,0.0,0.0,1.0,1.0,039
476,Decatur,7-1 Jeanette,236,67.0,14.0,1.0,0.0,0.0,0.0,0.0,039
477,Decatur,7-2 Perryville,162,38.0,0.0,0.0,0.0,0.0,0.0,0.0,039
478,Decatur,8-1 Parsons,441,89.0,4.0,2.0,0.0,0.0,0.0,0.0,039
479,Decatur,9-1 Beacon,131,15.0,1.0,0.0,1.0,0.0,0.0,0.0,039
480,Decatur,9-2 Hydro,301,42.0,3.0,0.0,1.0,1.0,1.0,0.0,039
481,Dekalb,1-1 Alexandria,583,160.0,16.0,7.0,3.0,1.0,0.0,0.0,041
482,Dekalb,1-2 Temperence Hall,196,48.0,4.0,2.0,2.0,0.0,0.0,1.0,041
483,Dekalb,1-3 Edgar Evins Park,52,5.0,0.0,1.0,1.0,0.0,0.0,0.0,041
484,Dekalb,2-1 Liberty,285,53.0,4.0,1.0,4.0,0.0,1.0,0.0,041
485,Dekalb,2-2 Dowelltown,195,72.0,4.0,2.0,1.0,1.0,0.0,0.0,041
486,Dekalb,2-3 Snows Hill,295,92.0,2.0,5.0,2.0,0.0,1.0,0.0,041
487,Dekalb,3-1 Church of God,713,230.0,14.0,6.0,4.0,1.0,2.0,0.0,041
488,Dekalb,4-2 Rock Castle,101,36.0,1.0,0.0,2.0,0.0,0.0,0.0,041
489,Dekalb,4-3 Courthouse,719,265.0,25.0,10.0,3.0,1.0,0.0,0.0,041
490,Dekalb,5-1 Johnson Chapel,262,43.0,6.0,0.0,0.0,0.0,0.0,1.0,041
491,Dekalb,5-2 County Complex,584,176.0,14.0,3.0,2.0,0.0,3.0,0.0,041
492,Dekalb,6-1 Belk,166,42.0,6.0,1.0,2.0,0.0,1.0,0.0,041
493,Dekalb,6-2 Keltonburg,235,83.0,7.0,1.0,1.0,0.0,1.0,0.0,041
494,Dekalb,6-3 Blue Springs,270,61.0,3.0,3.0,0.0,0.0,0.0,0.0,041
495,Dekalb,7-1 Church of Christ,515,203.0,11.0,7.0,2.0,2.0,1.0,0.0,041
496,Dekalb,Early Voting - Write-Ins,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,041
497,Dickson,1-1,651,228.0,25.0,4.0,3.0,1.0,0.0,7.0,043
498,Dickson,1-2,571,142.0,9.0,1.0,1.0,0.0,0.0,0.0,043
499,Dickson,2-1,567,164.0,17.0,6.0,2.0,0.0,1.0,3.0,043
500,Dickson,2-2,583,191.0,15.0,2.0,5.0,0.0,1.0,1.0,043
501,Dickson,3-1,327,97.0,13.0,0.0,0.0,0.0,0.0,0.0,043
502,Dickson,3-2,764,270.0,22.0,7.0,5.0,0.0,4.0,0.0,043
503,Dickson,4-1,1031,394.0,32.0,8.0,4.0,1.0,3.0,4.0,043
504,Dickson,5-1,1048,316.0,44.0,9.0,2.0,1.0,0.0,5.0,043
505,Dickson,6-1,508,167.0,17.0,5.0,4.0,1.0,0.0,1.0,043
506,Dickson,6-2,835,234.0,30.0,6.0,7.0,1.0,3.0,6.0,043
507,Dickson,7-1,1042,349.0,42.0,10.0,2.0,6.0,4.0,4.0,043
508,Dickson,8-1,693,411.0,27.0,5.0,6.0,0.0,3.0,1.0,043
509,Dickson,9-1,1039,402.0,40.0,6.0,5.0,2.0,5.0,4.0,043
510,Dickson,10-1,1279,441.0,54.0,9.0,4.0,1.0,4.0,7.0,043
511,Dickson,11-1,839,460.0,41.0,7.0,4.0,2.0,3.0,6.0,043
512,Dickson,12-1,737,238.0,42.0,5.0,2.0,1.0,1.0,4.0,043
513,Dickson,12-2,719,218.0,19.0,4.0,2.0,1.0,0.0,0.0,043
514,Dyer,A1- Bonicord,672,128.0,11.0,3.0,1.0,2.0,1.0,2.0,045
515,Dyer,A2- Fowlkes,532,99.0,7.0,2.0,1.0,1.0,0.0,0.0,045
516,Dyer,B- Newbern,1075,268.0,26.0,6.0,3.0,2.0,5.0,2.0,045
517,Dyer,C1- Tatumville,375,47.0,6.0,1.0,0.0,0.0,0.0,1.0,045
518,Dyer,C2- Trimble,583,88.0,11.0,4.0,1.0,0.0,3.0,0.0,045
519,Dyer,C3- Roellen,260,47.0,3.0,0.0,0.0,0.0,0.0,0.0,045
520,Dyer,D1- Millsfield,891,105.0,11.0,1.0,0.0,0.0,0.0,0.0,045
521,Dyer,D2- Bogota,650,106.0,8.0,3.0,1.0,0.0,1.0,1.0,045
522,Dyer,E1- Finley,552,108.0,8.0,3.0,0.0,0.0,0.0,0.0,045
523,Dyer,E2- Lenox,687,59.0,9.0,1.0,3.0,0.0,0.0,0.0,045
524,Dyer,F- Dyer Co Central,127,555.0,5.0,6.0,1.0,1.0,2.0,0.0,045
525,Dyer,G- Courthouse,683,305.0,15.0,5.0,2.0,2.0,2.0,4.0,045
526,Dyer,H- E. Dyersburg,772,284.0,15.0,5.0,7.0,3.0,2.0,1.0,045
527,Dyer,I1- Community Center,461,185.0,14.0,1.0,1.0,0.0,0.0,0.0,045
528,Dyer,I2- Hurricane Hill,520,77.0,8.0,0.0,1.0,0.0,1.0,1.0,045
529,Dyer,J- North Dyersburg,1340,355.0,36.0,7.0,5.0,2.0,2.0,1.0,045
530,Dyer,Early voting,0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,045
531,Fayette,Somerville City,898,757.0,16.0,4.0,3.0,3.0,1.0,3.0,047
532,Fayette,Fayette Corner,528,248.0,8.0,2.0,1.0,0.0,0.0,0.0,047
533,Fayette,Garnett,420,197.0,7.0,3.0,1.0,0.0,1.0,1.0,047
534,Fayette,Braden,381,477.0,7.0,1.0,1.0,3.0,2.0,1.0,047
535,Fayette,Gallaway,674,316.0,11.0,4.0,2.0,2.0,2.0,1.0,047
536,Fayette,Oakland,2624,861.0,60.0,11.0,11.0,3.0,4.0,5.0,047
537,Fayette,Hickory Withe,1898,481.0,53.0,11.0,3.0,1.0,3.0,7.0,047
538,Fayette,Elba,924,324.0,18.0,3.0,3.0,1.0,0.0,3.0,047
539,Fayette,Piperton,844,244.0,11.0,5.0,6.0,1.0,1.0,1.0,047
540,Fayette,Rossville,835,486.0,19.0,6.0,0.0,1.0,0.0,2.0,047
541,Fayette,Macon,1491,445.0,29.0,4.0,4.0,0.0,4.0,4.0,047
542,Fayette,Williston,340,136.0,8.0,0.0,0.0,0.0,0.0,7.0,047
543,Fayette,Moscow,378,502.0,7.0,4.0,2.0,1.0,0.0,0.0,047
544,Fayette,Parks,599,242.0,4.0,2.0,0.0,0.0,1.0,0.0,047
545,Fayette,LaGrange,221,158.0,3.0,2.0,0.0,0.0,0.0,0.0,047
546,Fayette,Early Voting - Write-Ins,0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,047
547,Fentress,Allardt,591,127.0,9.0,1.0,1.0,1.0,3.0,0.0,049
548,Fentress,Armathwaite,344,47.0,3.0,0.0,0.0,1.0,0.0,0.0,049
549,Fentress,Banner Springs,550,91.0,12.0,9.0,3.0,3.0,0.0,2.0,049
550,Fentress,Community Center,547,97.0,11.0,3.0,1.0,2.0,0.0,1.0,049
551,Fentress,Courthouse,395,101.0,9.0,1.0,0.0,0.0,0.0,0.0,049
552,Fentress,Clarkrange,671,121.0,8.0,3.0,2.0,0.0,1.0,1.0,049
553,Fentress,Crossroads,679,114.0,8.0,3.0,2.0,2.0,0.0,0.0,049
554,Fentress,East Jamestown,108,30.0,5.0,2.0,0.0,0.0,0.0,0.0,049
555,Fentress,Grimsley,692,108.0,9.0,4.0,1.0,1.0,1.0,2.0,049
556,Fentress,Pine Haven,467,97.0,9.0,4.0,1.0,2.0,4.0,0.0,049
557,Fentress,Pall Mall,232,42.0,4.0,1.0,0.0,0.0,0.0,0.0,049
558,Fentress,Tinchtown,531,86.0,17.0,5.0,0.0,1.0,0.0,0.0,049
559,Fentress,West Fentress,231,39.0,3.0,1.0,0.0,1.0,1.0,0.0,049
560,Fentress,Early Voting - Write-Ins,0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,049
561,Franklin,1-1 Annex,1350,646.0,46.0,9.0,4.0,1.0,5.0,3.0,051
562,Franklin,2-1 Clark Memorial,1590,549.0,52.0,7.0,6.0,5.0,9.0,1.0,051
563,Franklin,3-1 Broadview,624,156.0,16.0,5.0,1.0,0.0,0.0,3.0,051
564,Franklin,3-2 Huntland,571,147.0,6.0,0.0,2.0,0.0,0.0,0.0,051
565,Franklin,3-3 Walnut Grove,280,96.0,5.0,0.0,0.0,0.0,0.0,1.0,051
566,Franklin,4-1 Belvidere,331,82.0,11.0,0.0,0.0,0.0,0.0,0.0,051
567,Franklin,4-2 Cowan,790,269.0,18.0,6.0,4.0,1.0,1.0,1.0,051
568,Franklin,4-3 Liberty,473,80.0,7.0,1.0,0.0,0.0,0.0,0.0,051
569,Franklin,5-1 Keith Springs,127,38.0,2.0,0.0,3.0,0.0,0.0,0.0,051
570,Franklin,5-2 Sewanee,311,827.0,25.0,15.0,0.0,3.0,2.0,2.0,051
571,Franklin,5-3 Sherwood,98,19.0,0.0,0.0,1.0,0.0,0.0,0.0,051
572,Franklin,6-1 Alto/Oak Grove,458,176.0,6.0,2.0,0.0,1.0,2.0,0.0,051
573,Franklin,6-2 Capitol Hill,555,145.0,18.0,2.0,2.0,1.0,1.0,1.0,051
574,Franklin,6-3 UTSI,529,142.0,12.0,2.0,2.0,0.0,2.0,0.0,051
575,Franklin,7-1 North Lake,1010,257.0,34.0,4.0,5.0,1.0,1.0,1.0,051
576,Franklin,7-2 CG/Winchester Springs,1016,217.0,17.0,4.0,4.0,0.0,0.0,2.0,051
577,Franklin,8-1 Decherd,475,271.0,15.0,5.0,1.0,0.0,0.0,1.0,051
578,Franklin,8-2 Estill Springs,944,257.0,29.0,4.0,1.0,3.0,5.0,0.0,051
579,Franklin,Early Voting - Write-Ins,0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,051
580,Gibson,1-1 Medina,2174,310.0,37.0,8.0,4.0,0.0,2.0,14.0,053
581,Gibson,1-2 Sitka,541,89.0,11.0,2.0,2.0,1.0,2.0,4.0,053
582,Gibson,2 Humboldt Church,596,177.0,22.0,0.0,0.0,3.0,0.0,1.0,053
583,Gibson,3 Bailey Park,664,194.0,14.0,1.0,1.0,0.0,0.0,10.0,053
584,Gibson,4 St James Baptist,89,546.0,4.0,0.0,1.0,0.0,0.0,1.0,053
585,Gibson,5 Lane Chapel Church,114,486.0,4.0,3.0,2.0,1.0,0.0,1.0,053
586,Gibson,6 Humboldt HS,124,128.0,2.0,1.0,0.0,0.0,1.0,1.0,053
587,Gibson,6-4 Gibson,361,76.0,12.0,0.0,2.0,1.0,0.0,1.0,053
588,Gibson,7-2 Fruitland,561,193.0,3.0,2.0,0.0,1.0,2.0,1.0,053
589,Gibson,8-1 Edison,219,109.0,8.0,2.0,1.0,1.0,0.0,0.0,053
590,Gibson,8-2 Brazil,358,68.0,8.0,1.0,0.0,0.0,0.0,0.0,053
591,Gibson,9 Courthouse,508,157.0,11.0,2.0,0.0,0.0,0.0,0.0,053
