,County,Precinct,G16PRERTRU,G16PREDCLI,G16PRELJOH,G16PREGSTE,G16PREISMI,G16PREIKEN,G16PREIFUE,G16PREOWRI,COUNTYFP
592,Gibson,10 Agri-Plex,654,565.0,21.0,3.0,1.0,1.0,0.0,3.0,053
593,Gibson,11-2 Moore's Chapel,534,98.0,13.0,5.0,1.0,1.0,2.0,0.0,053
594,Gibson,11-4 Union Central,442,58.0,7.0,2.0,2.0,0.0,1.0,4.0,053
595,Gibson,11-5 Skullbone,427,48.0,6.0,2.0,2.0,0.0,0.0,0.0,053
596,Gibson,12 Milan CPC,778,140.0,22.0,2.0,2.0,1.0,0.0,5.0,053
597,Gibson,13 Milan Polk Clark,168,407.0,6.0,1.0,0.0,0.0,1.0,1.0,053
598,Gibson,14 Milan 1stAssembly,413,216.0,11.0,2.0,2.0,1.0,3.0,0.0,053
599,Gibson,15 Milan Municipal,644,205.0,19.0,8.0,1.0,1.0,1.0,3.0,053
600,Gibson,16 Rutherford,528,155.0,6.0,6.0,1.0,2.0,2.0,0.0,053
601,Gibson,16-1 Yorkville,396,78.0,1.0,0.0,0.0,0.0,0.0,1.0,053
602,Gibson,16-2 Kenton,354,104.0,4.0,1.0,2.0,0.0,2.0,0.0,053
603,Gibson,17-1 Bradford,539,153.0,12.0,3.0,0.0,1.0,2.0,1.0,053
604,Gibson,18-1 Laneview,242,54.0,5.0,5.0,2.0,0.0,0.0,0.0,053
605,Gibson,18-2 Good Luck,298,50.0,0.0,0.0,0.0,0.0,0.0,0.0,053
606,Gibson,19-1 Dyer,763,332.0,23.0,4.0,7.0,2.0,4.0,0.0,053
607,Gibson,19-2 Currie,297,62.0,13.0,0.0,0.0,0.0,1.0,0.0,053
608,Giles,1A Ardmore,751,203.0,8.0,2.0,1.0,1.0,2.0,3.0,055
609,Giles,1B Prospect,528,179.0,5.0,5.0,1.0,1.0,1.0,0.0,055
610,Giles,2A Minor Hill,854,168.0,24.0,2.0,1.0,0.0,0.0,0.0,055
611,Giles,2B Airport,364,123.0,9.0,0.0,0.0,2.0,0.0,0.0,055
612,Giles,3A Richland Trace,602,138.0,10.0,4.0,0.0,1.0,1.0,2.0,055
613,Giles,3B Campbellsville,666,150.0,16.0,4.0,0.0,0.0,1.0,2.0,055
614,Giles,4A Lynnville,826,177.0,16.0,2.0,1.0,0.0,1.0,1.0,055
615,Giles,4B Odd Fellows Hall,681,137.0,9.0,2.0,3.0,0.0,0.0,1.0,055
616,Giles,5A TCAT,846,238.0,13.0,6.0,1.0,1.0,1.0,0.0,055
617,Giles,5B Agri Park,566,146.0,9.0,3.0,0.0,1.0,0.0,0.0,055
618,Giles,6A Martin,333,291.0,13.0,4.0,1.0,1.0,2.0,0.0,055
619,Giles,6B Bridgeforth,164,414.0,4.0,3.0,0.0,1.0,3.0,0.0,055
620,Giles,7A GCHS,270,208.0,16.0,3.0,0.0,1.0,1.0,0.0,055
621,Giles,7B Rec Center,519,345.0,10.0,1.0,2.0,1.0,3.0,0.0,055
622,Grainger,1-1,669,92.0,11.0,8.0,3.0,3.0,3.0,1.0,057
623,Grainger,1-2,734,111.0,5.0,2.0,3.0,0.0,0.0,6.0,057
624,Grainger,2-1,390,88.0,14.0,0.0,1.0,1.0,1.0,0.0,057
625,Grainger,2-2,912,182.0,12.0,1.0,1.0,1.0,1.0,2.0,057
626,Grainger,3-1,777,153.0,19.0,4.0,9.0,2.0,1.0,2.0,057
627,Grainger,3-2,812,102.0,16.0,4.0,4.0,2.0,2.0,0.0,057
628,Grainger,4-1,378,83.0,6.0,0.0,2.0,2.0,3.0,2.0,057
629,Grainger,4-2,597,108.0,13.0,3.0,2.0,0.0,0.0,0.0,057
630,Grainger,5-1,606,139.0,15.0,2.0,2.0,1.0,1.0,1.0,057
631,Grainger,5-2,751,96.0,19.0,2.0,1.0,0.0,5.0,1.0,057
632,Greene,1 Baileyton,803,170.0,17.0,3.0,2.0,2.0,0.0,1.0,059
633,Greene,4 Camp Creek,1984,377.0,30.0,17.0,5.0,4.0,2.0,8.0,059
634,Greene,2 Chuckey Doak,1388,282.0,32.0,9.0,5.0,2.0,0.0,4.0,059
635,Greene,4 Courthouse,723,237.0,28.0,11.0,1.0,0.0,3.0,1.0,059
636,Greene,2 Chuckey,1538,306.0,35.0,6.0,8.0,1.0,0.0,3.0,059
637,Greene,5 Debusk,1300,231.0,39.0,6.0,6.0,1.0,1.0,4.0,059
638,Greene,3 Doak,1256,299.0,40.0,15.0,3.0,1.0,3.0,8.0,059
639,Greene,7 Glenwood,1435,283.0,49.0,9.0,2.0,1.0,3.0,2.0,059
640,Greene,7 High School,806,451.0,42.0,16.0,3.0,1.0,3.0,8.0,059
641,Greene,6 McDonald,798,124.0,11.0,2.0,4.0,1.0,2.0,1.0,059
642,Greene,6 Mosheim,1632,305.0,29.0,15.0,8.0,1.0,3.0,2.0,059
643,Greene,5 Middle School,551,180.0,18.0,6.0,0.0,2.0,3.0,0.0,059
644,Greene,5 Nolachuckey,561,98.0,11.0,0.0,0.0,0.0,0.0,4.0,059
645,Greene,1 Ottway,919,167.0,21.0,8.0,1.0,2.0,0.0,0.0,059
646,Greene,5 South Greene,676,118.0,12.0,6.0,2.0,0.0,0.0,0.0,059
647,Greene,3 Tusculum View,1373,439.0,44.0,18.0,4.0,9.0,3.0,11.0,059
648,Greene,1 West Pines,819,149.0,23.0,5.0,2.0,1.0,2.0,2.0,059
649,Grundy,Altamont,473,131.0,16.0,4.0,1.0,1.0,0.0,0.0,061
650,Grundy,Beersheba Springs,129,40.0,5.0,4.0,1.0,0.0,1.0,0.0,061
651,Grundy,Hubbard's Cove,41,22.0,2.0,0.0,0.0,0.0,0.0,0.0,061
652,Grundy,Tarlton,80,6.0,1.0,0.0,1.0,0.0,0.0,0.0,061
653,Grundy,Central,180,47.0,5.0,0.0,0.0,1.0,0.0,0.0,061
654,Grundy,Collins,76,26.0,2.0,0.0,0.0,0.0,0.0,0.0,061
655,Grundy,Cross Roads,142,33.0,6.0,0.0,0.0,0.0,0.0,0.0,061
656,Grundy,Pelham,178,50.0,3.0,2.0,1.0,0.0,0.0,0.0,061
657,Grundy,Coalmont,337,81.0,8.0,0.0,1.0,0.0,0.0,0.0,061
658,Grundy,Gruetli-Laager,573,145.0,5.0,1.0,2.0,0.0,4.0,0.0,061
659,Grundy,Palmer,186,68.0,2.0,0.0,2.0,1.0,0.0,0.0,061
660,Grundy,Monteagle,393,137.0,8.0,4.0,1.0,0.0,1.0,1.0,061
661,Grundy,Tracy City,848,213.0,17.0,4.0,3.0,0.0,5.0,1.0,061
662,Hamblen,01-1,536,288.0,22.0,5.0,1.0,2.0,3.0,3.0,063
663,Hamblen,02-1,607,287.0,18.0,2.0,3.0,2.0,2.0,4.0,063
664,Hamblen,03-1,783,307.0,29.0,8.0,2.0,2.0,4.0,4.0,063
665,Hamblen,04-1,491,242.0,17.0,4.0,4.0,1.0,1.0,6.0,063
666,Hamblen,05-1,1223,333.0,34.0,7.0,5.0,4.0,2.0,19.0,063
667,Hamblen,06-1,912,301.0,24.0,6.0,4.0,1.0,2.0,1.0,063
668,Hamblen,07-1,1398,315.0,33.0,8.0,5.0,1.0,2.0,2.0,063
669,Hamblen,08-1,1478,286.0,39.0,8.0,10.0,0.0,3.0,1.0,063
670,Hamblen,09-1,672,117.0,10.0,3.0,2.0,1.0,0.0,0.0,063
671,Hamblen,09-2,804,131.0,16.0,2.0,4.0,2.0,0.0,4.0,063
672,Hamblen,10-1,543,93.0,7.0,2.0,8.0,1.0,0.0,2.0,063
673,Hamblen,10-2,1020,191.0,26.0,6.0,2.0,0.0,1.0,1.0,063
674,Hamblen,11-1,539,116.0,22.0,3.0,2.0,1.0,0.0,1.0,063
675,Hamblen,11-2,385,58.0,12.0,2.0,1.0,1.0,2.0,0.0,063
676,Hamblen,12-1,1475,356.0,51.0,13.0,5.0,1.0,2.0,8.0,063
677,Hamblen,13-1,1566,312.0,43.0,11.0,12.0,6.0,5.0,21.0,063
678,Hamblen,14-1,1425,342.0,40.0,3.0,3.0,1.0,1.0,17.0,063
679,Hamilton,175 Airport,352,628.0,29.0,5.0,3.0,1.0,3.0,7.0,065
680,Hamilton,212 Alton Park 1,94,1380.0,47.0,9.0,2.0,2.0,3.0,13.0,065
681,Hamilton,214 Alton Park 2,9,40.0,5.0,1.0,0.0,0.0,0.0,1.0,065
682,Hamilton,003 Amnicola,18,128.0,3.0,1.0,0.0,0.0,1.0,0.0,065
683,Hamilton,050 Apison 1,1620,314.0,86.0,15.0,8.0,4.0,2.0,22.0,065
684,Hamilton,118 Apison 2,262,100.0,10.0,0.0,1.0,0.0,1.0,3.0,065
685,Hamilton,216 Apison 3,4,1.0,0.0,0.0,0.0,0.0,0.0,2.0,065
686,Hamilton,004 Avondale,32,803.0,5.0,5.0,1.0,0.0,1.0,2.0,065
687,Hamilton,184 Bakewell 1,352,71.0,4.0,1.0,0.0,0.0,1.0,0.0,065
688,Hamilton,183 Bakewell 2,1372,380.0,51.0,6.0,5.0,2.0,2.0,4.0,065
689,Hamilton,051 Birchwood,1875,324.0,49.0,10.0,9.0,1.0,2.0,17.0,065
690,Hamilton,005 Bonny Oaks,247,1302.0,17.0,5.0,1.0,1.0,2.0,1.0,065
691,Hamilton,006 Brainerd,565,744.0,77.0,11.0,4.0,1.0,3.0,19.0,065
692,Hamilton,007 Brainerd Hills,493,581.0,58.0,6.0,1.0,3.0,1.0,8.0,065
693,Hamilton,008 Bushtown,34,1086.0,14.0,12.0,1.0,2.0,1.0,13.0,065
694,Hamilton,052 Collegedale 1,698,270.0,81.0,9.0,4.0,1.0,0.0,1.0,065
695,Hamilton,122 Collegedale 2,358,198.0,73.0,6.0,5.0,0.0,0.0,1.0,065
696,Hamilton,167 Collegedale 3,199,70.0,14.0,6.0,1.0,1.0,0.0,4.0,065
697,Hamilton,204 Collegedale 4,828,289.0,71.0,16.0,2.0,2.0,3.0,3.0,065
698,Hamilton,217 Collegedale 5,33,4.0,1.0,0.0,0.0,0.0,0.0,11.0,065
699,Hamilton,220 Collegedale 6,18,1.0,1.0,0.0,0.0,0.0,0.0,1.0,065
700,Hamilton,012 Concord 1,471,284.0,39.0,3.0,2.0,0.0,1.0,6.0,065
701,Hamilton,093 Concord 2,457,353.0,35.0,7.0,3.0,0.0,3.0,15.0,065
702,Hamilton,141 Concord 3,243,153.0,9.0,2.0,3.0,1.0,0.0,2.0,065
703,Hamilton,181 Concord 4,1147,835.0,65.0,4.0,5.0,2.0,1.0,14.0,065
704,Hamilton,177 Concord 5,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,065
705,Hamilton,178 Concord 6,60,61.0,12.0,7.0,0.0,0.0,0.0,0.0,065
706,Hamilton,206 Concord 7,82,56.0,6.0,1.0,0.0,0.0,0.0,0.0,065
707,Hamilton,208 Courthouse 1,160,527.0,47.0,13.0,0.0,3.0,0.0,4.0,065
708,Hamilton,196 Courthouse 2,3,29.0,6.0,1.0,0.0,0.0,0.0,0.0,065
709,Hamilton,014 Dalewood,52,857.0,9.0,6.0,2.0,0.0,1.0,0.0,065
710,Hamilton,185 Dallas 1,1673,397.0,77.0,12.0,9.0,0.0,1.0,12.0,065
711,Hamilton,172 Dallas 2,755,173.0,41.0,3.0,1.0,3.0,2.0,8.0,065
712,Hamilton,199 Downtown 1,149,176.0,23.0,1.0,0.0,0.0,0.0,12.0,065
713,Hamilton,197 Downtown 2,250,952.0,63.0,13.0,1.0,0.0,0.0,0.0,065
714,Hamilton,189 DuPont,1055,612.0,81.0,14.0,6.0,2.0,1.0,16.0,065
715,Hamilton,017 East Brainerd 1,1491,765.0,68.0,13.0,7.0,1.0,4.0,21.0,065
716,Hamilton,104 East Brainerd 2,1653,939.0,88.0,16.0,6.0,0.0,3.0,18.0,065
717,Hamilton,018 East Chattanooga 1,46,408.0,8.0,1.0,1.0,0.0,1.0,0.0,065
718,Hamilton,192 East Chattanooga 2,99,674.0,11.0,4.0,1.0,2.0,0.0,0.0,065
719,Hamilton,019 East Lake,355,568.0,21.0,8.0,1.0,2.0,1.0,4.0,065
720,Hamilton,053 East Ridge 1,1416,760.0,82.0,23.0,7.0,3.0,0.0,25.0,065
721,Hamilton,054 East Ridge 2,857,622.0,72.0,26.0,5.0,1.0,1.0,19.0,065
722,Hamilton,055 East Ridge 3,1219,541.0,66.0,15.0,2.0,3.0,4.0,0.0,065
723,Hamilton,056 East Ridge 4,1241,626.0,61.0,16.0,6.0,2.0,2.0,9.0,065
724,Hamilton,195 Eastdale,158,1779.0,38.0,15.0,2.0,3.0,2.0,11.0,065
725,Hamilton,094 Eastgate 1,123,469.0,39.0,8.0,2.0,3.0,1.0,8.0,065
726,Hamilton,095 Eastgate 2,167,548.0,23.0,4.0,0.0,0.0,0.0,3.0,065
727,Hamilton,209 Eastside 1,220,850.0,32.0,6.0,4.0,0.0,3.0,3.0,065
728,Hamilton,132 Eastside 2,6,40.0,0.0,0.0,0.0,0.0,0.0,0.0,065
729,Hamilton,067 Fairmount,1159,454.0,84.0,9.0,11.0,3.0,1.0,18.0,065
730,Hamilton,187 Falling Water,472,124.0,30.0,4.0,0.0,0.0,0.0,4.0,065
731,Hamilton,069 Flat Top Mountain,212,25.0,5.0,1.0,0.0,0.0,0.0,1.0,065
732,Hamilton,070 Ganns,1222,364.0,73.0,9.0,7.0,2.0,0.0,13.0,065
733,Hamilton,023 Glenwood,103,724.0,15.0,10.0,2.0,2.0,1.0,6.0,065
734,Hamilton,058 Harrison 1,143,135.0,5.0,2.0,0.0,1.0,0.0,0.0,065
735,Hamilton,090 Harrison 2,1806,1194.0,112.0,20.0,7.0,2.0,4.0,22.0,065
736,Hamilton,098 Harrison 3,1561,678.0,78.0,12.0,10.0,2.0,1.0,26.0,065
737,Hamilton,140 Harrison 4,493,159.0,21.0,3.0,2.0,0.0,0.0,11.0,065
738,Hamilton,180 Harrison 5,822,211.0,27.0,4.0,1.0,0.0,2.0,12.0,065
739,Hamilton,218 Harrison 6,14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,065
740,Hamilton,025 Hixson 1,313,203.0,33.0,9.0,4.0,0.0,2.0,7.0,065
741,Hamilton,088 Hixson 2,1782,782.0,104.0,20.0,11.0,1.0,2.0,17.0,065
742,Hamilton,101 Hixson 3,1461,691.0,101.0,10.0,2.0,1.0,5.0,20.0,065
743,Hamilton,190 Kingspoint 1,141,832.0,17.0,11.0,1.0,2.0,1.0,1.0,065
744,Hamilton,191 Kingspoint 2,152,130.0,22.0,3.0,0.0,3.0,0.0,3.0,065
745,Hamilton,176 Kingspoint 3,20,23.0,0.0,0.0,0.0,0.0,0.0,0.0,065
746,Hamilton,028 Lake Hills,244,654.0,17.0,7.0,5.0,1.0,1.0,2.0,065
747,Hamilton,071 Lakesite,695,182.0,43.0,6.0,5.0,1.0,1.0,6.0,065
748,Hamilton,213 Lookout Mountain,750,376.0,57.0,6.0,4.0,0.0,1.0,15.0,065
749,Hamilton,048 Lookout Valley 1,1831,581.0,57.0,16.0,4.0,1.0,1.0,37.0,065
750,Hamilton,092 Lookout Valley 2,53,15.0,0.0,3.0,0.0,0.0,0.0,13.0,065
751,Hamilton,029 Lupton City,684,543.0,50.0,16.0,2.0,3.0,1.0,10.0,065
752,Hamilton,059 Meadowview,291,64.0,15.0,1.0,1.0,0.0,0.0,4.0,065
753,Hamilton,188 Middle Valley 1,1243,352.0,72.0,9.0,5.0,1.0,0.0,9.0,065
754,Hamilton,186 Middle Valley 2,458,108.0,28.0,1.0,0.0,1.0,1.0,1.0,065
755,Hamilton,031 Missionary Ridge,481,556.0,60.0,13.0,0.0,3.0,3.0,18.0,065
756,Hamilton,032 Moccasin Bend,553,716.0,100.0,17.0,3.0,1.0,1.0,8.0,065
757,Hamilton,033 Mountain Creek 1,1672,1162.0,160.0,44.0,11.0,1.0,5.0,28.0,065
758,Hamilton,106 Mountain Creek 2,14,8.0,4.0,0.0,0.0,0.0,0.0,0.0,065
759,Hamilton,215 Mountain Creek 3,50,57.0,4.0,2.0,1.0,0.0,0.0,2.0,065
760,Hamilton,074 Mowbray,656,144.0,22.0,5.0,0.0,1.0,0.0,4.0,065
761,Hamilton,171 Murray Hills 1,532,696.0,42.0,9.0,5.0,3.0,2.0,12.0,065
762,Hamilton,182 Murray Hills 2,89,221.0,19.0,2.0,0.0,2.0,1.0,3.0,065
763,Hamilton,035 North Chattanooga 1,546,761.0,92.0,20.0,8.0,0.0,1.0,16.0,065
764,Hamilton,139 North Chattanooga 2,138,295.0,25.0,9.0,1.0,1.0,0.0,2.0,065
765,Hamilton,194 Northgate 1,583,397.0,35.0,11.0,1.0,0.0,1.0,11.0,065
766,Hamilton,193 Northgate 2,739,449.0,54.0,18.0,4.0,3.0,3.0,9.0,065
767,Hamilton,037 Northwoods 1,636,367.0,37.0,12.0,4.0,2.0,0.0,3.0,065
768,Hamilton,038 Northwoods 2,306,136.0,11.0,9.0,0.0,0.0,0.0,4.0,065
769,Hamilton,060 Ooltewah 1,1519,705.0,73.0,14.0,5.0,2.0,3.0,29.0,065
770,Hamilton,089 Ooltewah 2,633,373.0,37.0,11.0,1.0,0.0,2.0,7.0,065
771,Hamilton,143 Ooltewah 3,10,4.0,0.0,0.0,0.0,0.0,0.0,0.0,065
772,Hamilton,205 Ooltewah 4,1992,613.0,98.0,12.0,10.0,1.0,2.0,15.0,065
773,Hamilton,169 Ooltewah 5,83,31.0,2.0,1.0,0.0,0.0,0.0,0.0,065
774,Hamilton,168 Ooltewah 6,27,19.0,3.0,0.0,0.0,0.0,0.0,3.0,065
775,Hamilton,075 Pleasant Grove 1,2195,748.0,102.0,13.0,9.0,6.0,4.0,21.0,065
776,Hamilton,103 Pleasant Grove 2,59,11.0,1.0,1.0,0.0,0.0,0.0,0.0,065
777,Hamilton,076 Red Bank 1,651,643.0,90.0,19.0,6.0,1.0,1.0,14.0,065
778,Hamilton,077 Red Bank 2,330,279.0,34.0,13.0,2.0,2.0,1.0,9.0,065
779,Hamilton,078 Red Bank 3,1495,768.0,110.0,31.0,1.0,4.0,0.0,15.0,065
780,Hamilton,210 Ridgedale 1,142,560.0,51.0,14.0,0.0,0.0,0.0,17.0,065
781,Hamilton,211 Ridgedale 2,63,177.0,9.0,3.0,1.0,1.0,0.0,5.0,065
782,Hamilton,061 Ridgeside,121,120.0,21.0,2.0,0.0,0.0,0.0,8.0,065
783,Hamilton,042 Riverview,465,589.0,83.0,13.0,2.0,3.0,1.0,5.0,065
784,Hamilton,080 Sale Creek,799,132.0,16.0,3.0,7.0,0.0,0.0,21.0,065
785,Hamilton,207 Signal Mountain 1,1725,1092.0,136.0,25.0,6.0,1.0,3.0,26.0,065
786,Hamilton,200 Signal Mountain 2,1039,690.0,95.0,15.0,6.0,1.0,2.0,35.0,065
787,Hamilton,170 Snowhill 1,1082,287.0,44.0,7.0,4.0,1.0,2.0,18.0,065
788,Hamilton,179 Snowhill 2,1944,495.0,69.0,9.0,6.0,2.0,2.0,8.0,065
789,Hamilton,083 Soddy Daisy 1,2091,546.0,94.0,17.0,5.0,2.0,0.0,26.0,065
790,Hamilton,084 Soddy Daisy 2,1280,297.0,49.0,5.0,0.0,3.0,1.0,11.0,065
791,Hamilton,144 Soddy Daisy 3,361,102.0,9.0,2.0,0.0,0.0,0.0,3.0,065
792,Hamilton,219 Soddy Daisy 4,33,19.0,1.0,0.0,0.0,0.0,0.0,0.0,065
793,Hamilton,043 St. Elmo 1,309,683.0,93.0,34.0,5.0,2.0,4.0,67.0,065
794,Hamilton,137 St. Elmo 2,34,34.0,2.0,0.0,0.0,0.0,0.0,0.0,065
795,Hamilton,198 Stuart Heights,912,1019.0,124.0,25.0,2.0,0.0,2.0,20.0,065
796,Hamilton,063 Summit 1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,065
797,Hamilton,166 Summit 2,372,214.0,33.0,4.0,0.0,1.0,2.0,5.0,065
798,Hamilton,203 Summit 3,836,255.0,48.0,3.0,1.0,0.0,0.0,4.0,065
799,Hamilton,201 Summit 4,20,53.0,6.0,0.0,0.0,0.0,0.0,0.0,065
800,Hamilton,046 Tyner 1,983,892.0,55.0,18.0,2.0,5.0,2.0,14.0,065
801,Hamilton,097 Tyner 2,107,133.0,9.0,2.0,0.0,1.0,0.0,2.0,065
802,Hamilton,085 Valdeau,237,108.0,20.0,4.0,0.0,0.0,0.0,0.0,065
803,Hamilton,086 Walden,676,350.0,47.0,7.0,3.0,0.0,1.0,7.0,065
804,Hamilton,064 Westview 1,1392,689.0,83.0,16.0,9.0,1.0,4.0,15.0,065
805,Hamilton,091 Westview 2,1560,686.0,97.0,10.0,3.0,1.0,4.0,28.0,065
806,Hamilton,096 Westview 3,831,334.0,36.0,6.0,6.0,1.0,4.0,4.0,065
807,Hamilton,173 Woodmore 1,100,1180.0,11.0,8.0,1.0,0.0,0.0,1.0,065
808,Hamilton,174 Woodmore 2,29,47.0,3.0,2.0,0.0,0.0,0.0,0.0,065
809,Hancock,1st,348,66.0,7.0,0.0,1.0,0.0,1.0,0.0,067
810,Hancock,2nd,285,34.0,3.0,0.0,0.0,1.0,1.0,0.0,067
811,Hancock,3rd,265,48.0,5.0,2.0,2.0,0.0,2.0,0.0,067
812,Hancock,4th,230,36.0,11.0,4.0,0.0,0.0,0.0,0.0,067
813,Hancock,5th,227,30.0,3.0,1.0,1.0,0.0,0.0,0.0,067
814,Hancock,6th,148,54.0,7.0,3.0,1.0,0.0,0.0,0.0,067
815,Hancock,7th,340,54.0,6.0,3.0,0.0,0.0,0.0,1.0,067
816,Hardeman,West Bolivar,867,1187.0,17.0,3.0,3.0,3.0,3.0,2.0,069
817,Hardeman,Bolivar,426,701.0,10.0,4.0,0.0,2.0,4.0,1.0,069
818,Hardeman,Whiteville,170,472.0,7.0,1.0,1.0,0.0,2.0,1.0,069
819,Hardeman,Hickory Valley,420,297.0,8.0,1.0,2.0,0.0,1.0,3.0,069
820,Hardeman,Grand Junction,148,530.0,6.0,3.0,1.0,1.0,3.0,0.0,069
821,Hardeman,Saulsbury,224,101.0,4.0,0.0,0.0,0.0,1.0,0.0,069
822,Hardeman,Middleton,922,191.0,10.0,9.0,4.0,1.0,0.0,5.0,069
823,Hardeman,Pocahontas,214,19.0,1.0,2.0,0.0,1.0,0.0,0.0,069
824,Hardeman,Lacy,290,62.0,4.0,1.0,1.0,0.0,0.0,0.0,069
825,Hardeman,Hornsby,291,43.0,3.0,1.0,0.0,0.0,0.0,0.0,069
826,Hardeman,Silerton,324,50.0,6.0,1.0,0.0,0.0,1.0,1.0,069
827,Hardeman,Dixie Hills,240,320.0,2.0,1.0,1.0,2.0,2.0,0.0,069
828,Hardeman,Toone,383,212.0,6.0,3.0,0.0,1.0,1.0,0.0,069
829,Hardin,Airport 1-1,300,57.0,7.0,3.0,2.0,3.0,0.0,0.0,071
830,Hardin,Olivet 1-2,422,72.0,4.0,3.0,5.0,1.0,0.0,0.0,071
831,Hardin,Nixon 2-1,536,71.0,6.0,6.0,1.0,4.0,0.0,0.0,071
832,Hardin,Walkers 2-2,319,53.0,3.0,5.0,1.0,0.0,0.0,0.0,071
833,Hardin,Counce 3-1,714,144.0,10.0,12.0,3.0,1.0,0.0,0.0,071
834,Hardin,Southside 3-2,310,60.0,8.0,2.0,3.0,0.0,2.0,0.0,071
835,Hardin,Shiloh 4-1,96,51.0,4.0,3.0,0.0,0.0,1.0,0.0,071
836,Hardin,Crump 4-2,704,100.0,11.0,6.0,4.0,1.0,1.0,0.0,071
837,Hardin,Saltillo 5-1,277,86.0,5.0,5.0,2.0,1.0,3.0,0.0,071
838,Hardin,Morris Chapel 5-2,510,83.0,14.0,9.0,5.0,3.0,2.0,0.0,071
839,Hardin,Cerro Gordo 6-1,356,71.0,1.0,5.0,0.0,1.0,1.0,0.0,071
840,Hardin,Rhodes 6-2,355,38.0,5.0,1.0,0.0,2.0,0.0,0.0,071
841,Hardin,Olive Hill 6-3,207,24.0,1.0,4.0,3.0,0.0,0.0,0.0,071
842,Hardin,Whites 7-1,348,64.0,5.0,2.0,0.0,1.0,0.0,0.0,071
843,Hardin,Walnut Grove 7-2,392,58.0,6.0,7.0,3.0,1.0,1.0,0.0,071
844,Hardin,North 8-1,1004,293.0,18.0,8.0,3.0,1.0,0.0,0.0,071
845,Hardin,Library 9-1,514,112.0,14.0,8.0,5.0,0.0,1.0,0.0,071
846,Hardin,Fairground 10-1,648,185.0,12.0,7.0,8.0,2.0,3.0,0.0,071
847,Hawkins,6 Alum Well,450,60.0,7.0,0.0,0.0,1.0,0.0,0.0,073
848,Hawkins,1 Allandale Inside,761,291.0,43.0,7.0,2.0,1.0,1.0,3.0,073
849,Hawkins,1 Allandale Outside,33,8.0,0.0,1.0,0.0,0.0,0.0,0.0,073
850,Hawkins,7 Bulls Gap Inside,186,45.0,4.0,1.0,0.0,2.0,0.0,0.0,073
851,Hawkins,7 Bulls Gap Outside,409,58.0,11.0,3.0,0.0,1.0,0.0,0.0,073
852,Hawkins,3 Carter's Valley,1352,237.0,23.0,11.0,5.0,0.0,2.0,4.0,073
853,Hawkins,6 Choptack,705,116.0,16.0,3.0,2.0,1.0,1.0,0.0,073
854,Hawkins,2 Church Hill Inside,2261,575.0,55.0,12.0,10.0,0.0,4.0,3.0,073
855,Hawkins,2 Church Hill Outsid,41,11.0,2.0,0.0,0.0,0.0,0.0,0.0,073
856,Hawkins,6 Clinch,210,44.0,6.0,3.0,0.0,0.0,1.0,0.0,073
857,Hawkins,4 Dykes,216,56.0,6.0,0.0,0.0,0.0,0.0,0.0,073
858,Hawkins,4 Keplar,262,55.0,6.0,0.0,2.0,0.0,0.0,0.0,073
859,Hawkins,2 McPheeter's Bend,515,116.0,8.0,2.0,2.0,0.0,1.0,1.0,073
860,Hawkins,6 Mooresburg,807,161.0,17.0,3.0,4.0,0.0,0.0,2.0,073
861,Hawkins,1 Mount Carmel,1875,384.0,58.0,13.0,11.0,2.0,6.0,7.0,073
862,Hawkins,5 Rogersville No In,430,110.0,15.0,2.0,1.0,0.0,1.0,1.0,073
863,Hawkins,4 Rogersville No Out,517,81.0,17.0,0.0,2.0,0.0,3.0,4.0,073
864,Hawkins,5 Rogersville So In,671,145.0,8.0,3.0,0.0,2.0,4.0,0.0,073
865,Hawkins,5 Rogersville So Out,954,180.0,23.0,3.0,0.0,0.0,1.0,1.0,073
866,Hawkins,7 St. Clair,804,129.0,12.0,5.0,1.0,0.0,1.0,1.0,073
867,Hawkins,7 Strahl/Cherokee,799,158.0,19.0,3.0,3.0,0.0,2.0,3.0,073
868,Hawkins,4 Surgoinsville In,653,139.0,10.0,5.0,4.0,1.0,1.0,5.0,073
869,Hawkins,4 Surgoinsville Out,673,142.0,11.0,6.0,2.0,0.0,2.0,0.0,073
870,Hawkins,4 Upper Beech,115,18.0,3.0,0.0,0.0,0.0,0.0,0.0,073
871,Hawkins,3 Wallace,638,134.0,14.0,3.0,0.0,0.0,0.0,1.0,073
872,Hawkins,3 Watterson,311,54.0,3.0,2.0,1.0,1.0,0.0,0.0,073
873,Haywood,1-1,64,429.0,3.0,1.0,1.0,0.0,1.0,0.0,075
874,Haywood,2-1,184,362.0,4.0,1.0,1.0,2.0,1.0,0.0,075
875,Haywood,3-1,139,331.0,7.0,3.0,1.0,1.0,0.0,0.0,075
876,Haywood,4-1,354,426.0,9.0,0.0,2.0,0.0,3.0,0.0,075
877,Haywood,5-1,461,201.0,8.0,2.0,1.0,0.0,0.0,0.0,075
878,Haywood,6-1,478,281.0,3.0,1.0,0.0,0.0,1.0,0.0,075
879,Haywood,7-1,258,443.0,4.0,2.0,2.0,1.0,2.0,0.0,075
880,Haywood,8-1,324,379.0,6.0,3.0,0.0,1.0,1.0,0.0,075
