,unique_ID
1747,Sumner-1002 Merrol Hyde Magnet School
1748,Sumner-101 Westmoreland Middle
1749,Sumner-103 Corinth Church of Christ
1750,Sumner-1101 Beech High School Annex
1751,Sumner-1102 Church of the Nazarene
1752,Sumner-1103 Millersville Community Center
1753,Sumner-1201 Oakmont Elementary
1754,Sumner-1203 White House Middle School
1755,Sumner-201 Portland High School
1756,Sumner-202 Wiseman Elementary
1757,Sumner-301 Gallatin Civic Center
1758,Sumner-303 Creekside Fellowship
1759,Sumner-401 Howard Elementary School
1760,Sumner-403 Cottontown Fire Hall
1761,Sumner-404 Union Elementary
1762,Sumner-501 First Baptist Gallatin
1763,Sumner-502 Guild Elementary
1764,Sumner-601 Vol State College
1765,Sumner-602 Gallatin Sr. High School
1766,Sumner-603 Jack Anderson Elementary
1767,Sumner-701 Whitten Elementary
1768,Sumner-703 Long Hollow Baptist Church
1769,Sumner-801 Brown Elementary
1770,Sumner-802 Hawkins Middle School
1771,Sumner-901 Hendersonville High School
1772,Sumner-902 Indian Lake Elementary
1773,Tipton-01 N. E. Covington
1774,Tipton-03 S.E. Covington
1775,Tipton-06 Tipton West
1776,Tipton-11 Atoka
1777,Tipton-12 Munford
1778,Tipton-14 Southwest Tipton
1779,Tipton-19 Austin Peay
1780,Tipton-21 W. Wilkinsville
1781,Tipton-22 Brighton
1782,Trousdale-1 Senior Center
1784,Trousdale-2 Cato
1785,Trousdale-3 Beech Grove
1786,Trousdale-4 Halltown
1787,Trousdale-5 Templow
1788,Trousdale-6 Walnut Grove
1789,Trousdale-7 High School
1790,Trousdale-8 Willard
1791,Trousdale-9 City
1816,Warren-01-1 Civic Center
1817,Warren-02-1 Courthouse
1818,Warren-02-2 Warren County Airport
1819,Warren-03-1 Westwood Church of Christ
1820,Warren-03-2 Smartt First Baptist Church
1821,Warren-04-1 TSU Nursery Res. Center
1822,Warren-05-1 Three Star Mall
1823,Warren-05-2 Beersheba Towers
1824,Warren-06-1 Caney Fork Electric Auditorium
1825,Warren-07-1 Friendship The Baptist Church
1826,Warren-08-1 Fairview Community Center
1827,Warren-08-3 Bonner Church of Christ
1828,Warren-09-1 Morrison Ruritan Club
1829,Warren-09-2 Viola Valley Comm. Center
1830,Warren-10-1 Centertown United Methodist Church
1831,Warren-10-2 Centertown Comm. Ctr.
1832,Warren-11-1 Midway Community Center
1833,Warren-11-2 Hwy 56 N Church of Christ
1834,Warren-12-1 Northside Baptist Church
1835,Warren-12-2 Lucky Community Center
1836,Washington-1 Fall Branch
1844,Washington-17 Towne Acres
1847,Washington-2 Harmony
1848,Washington-20  Visitor's Center
1853,Washington-25 Millennium Centre
1858,Washington-3 Gray East
1859,Washington-30 Grace Fellowship Church
1861,Washington-32 Cherokee Outside
1863,Washington-34 New Victory Church
1869,Washington-4 Gray City
1871,Washington-5 Boones Creek East
1872,Washington-6 Sulphur Springs
1873,Washington-7 Gray West
1874,Washington-8 Boones Creek West
1875,Washington-9 Boones Creek City
1876,Wayne-1 Waynesboro City
1878,Wayne-3 Beech Creek Fire Hall
1879,Wayne-3 Crazy Horse
1880,Wayne-3 Eagle Creek Fire Hall
1881,Wayne-4 Collinwood City
1882,Wayne-4 Shawnatee
1883,Wayne-5 Big Cypress
1884,Wayne-5 Lutts
1885,Wayne-5 Wayne Co. High School
1886,Wayne-6 Holly Creek Fire Hall
1887,Wayne-6 Southgate Fire Hall
1888,Wayne-7 Buffalo River Fire Dept.
1889,Wayne-7 Ovilla Fire Hall
1890,Weakley-01A Palmersville Fire Station
1891,Weakley-01B Latham Vol. Fire Dept.
1892,Weakley-02 Gleason Community Building
1893,Weakley-03 Greenfield First Baptist Church
1894,Weakley-04 Sharon First Baptist Church
1895,Weakley-05  Martin Church of Christ
1896,Weakley-06 Martin Trinity Presbyterian Church
1897,Weakley-07 Martin Shepardsfield Church
1898,Weakley-08 Martin First United Methodist Church
1899,Weakley-09 Dresden First United Methodist Church
1911,Williamson-1-1 Westwood Elementary School
1912,Williamson-1-2 Fairview Recreation Center
1913,Williamson-1-3 Old Pinewood School
1914,Williamson-1-4 Burwood Community Center
1915,Williamson-1-5 The Church of Spring Hill
1916,Williamson-10-1 Franklin Recreation Complex
1917,Williamson-10-2 Liberty Elementary School
1918,Williamson-10-3 Hunter's Bend Elementary School
1919,Williamson-11-1 Franklin Elementary School
1920,Williamson-11-2 Robert Ring Indoor Soccer Complex
1921,Williamson-11-3 Winstead Elementary School
1922,Williamson-12-1 Franklin Community of Faith Church
1923,Williamson-12-2 The Church of the City-Franklin
1924,Williamson-12-3 The Gate Community Church
1925,Williamson-2-1 Bethesda Recreation Center
1926,Williamson-2-2 Thompson Station Baptist Church
1927,Williamson-2-3 Oakview Elementary School
1928,Williamson-2-4 College Grove Community Center
1929,Williamson-2-5 Conduit Church
1930,Williamson-3-1 Heritage Elementary School
1931,Williamson-3-2 Longview Recreation Center
1932,Williamson-3-3 Chapman's Retreat Elementary School
1933,Williamson-4-1 Prairie Life Fitness Center
1934,Williamson-4-2 Millview Church of Christ
1935,Williamson-4-3 Franklin Christian Church
1936,Williamson-5-1 Sunset Elementary School
1937,Williamson-5-2 Nolensville Methodist Church
1938,Williamson-5-3 Triune Baptist Church
1939,Williamson-5-4 Nolensville Baptist Church
1940,Williamson-6-1 Brentwood Library
1941,Williamson-6-2 Brentwood Safety Center
1942,Williamson-6-3 Holy Family Catholic Church
1943,Williamson-7-1 Brenthaven Church
1944,Williamson-7-2 Baptist Children's Home
1945,Williamson-7-3 New Hope Community Church
1946,Williamson-8-1 Grassland Middle School
1947,Williamson-8-2 First Presbyterian Church
1948,Williamson-8-3 Episcopal Church
1949,Williamson-9-1 Walnut Grove Elementary School
1950,Williamson-9-2 Benton Hall School
1951,Williamson-9-3 Westhaven Clubhouse
1952,Williamson-9-4 Grace Chapel Church
1953,Williamson-9-5 Independence High School
